AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/09/01,00:00,15.5,0.0,87,237,1.6
2021/09/01,01:00,15.5,0.0,86,257,1.4
2021/09/01,02:00,15.3,0.0,87,219,1.8
2021/09/01,03:00,15.2,0.0,87,242,2.5
2021/09/01,04:00,14.9,0.0,89,225,2.5
2021/09/01,05:00,14.9,0.0,89,154,1.0
2021/09/01,06:00,14.8,0.0,89,229,2.3
2021/09/01,07:00,14.8,0.0,90,229,2.8
2021/09/01,08:00,14.8,0.0,90,223,1.5
2021/09/01,09:00,15.0,0.0,87,196,0.0
2021/09/01,10:00,15.9,0.0,80,244,1.1
2021/09/01,11:00,16.2,0.0,79,240,2.4
2021/09/01,12:00,16.7,0.0,76,259,1.6
2021/09/01,13:00,17.4,0.0,70,294,2.2
2021/09/01,14:00,19.0,0.0,67,261,3.1
2021/09/01,15:00,19.0,0.0,69,263,5.8
2021/09/01,16:00,19.2,0.0,67,257,3.7
2021/09/01,17:00,19.2,0.0,68,210,1.6
2021/09/01,18:00,18.3,0.0,73,199,0.9
2021/09/01,19:00,16.5,0.0,79,158,1.3
2021/09/01,20:00,16.2,0.0,79,131,1.8
2021/09/01,21:00,16.3,0.0,79,126,0.0
2021/09/01,22:00,16.3,0.0,79,298,1.0
2021/09/01,23:00,16.2,0.0,80,235,0.9
2021/09/02,00:00,16.1,0.0,80,27,1.8
2021/09/02,01:00,15.7,0.0,83,328,1.4
2021/09/02,02:00,14.8,0.0,87,4,1.0
2021/09/02,03:00,13.8,0.0,86,78,0.4
2021/09/02,04:00,13.4,0.0,87,167,0.0
2021/09/02,05:00,13.5,0.0,84,59,0.6
2021/09/02,06:00,13.9,0.0,82,81,2.2
2021/09/02,07:00,14.3,0.0,83,95,0.3
2021/09/02,08:00,15.4,0.0,82,46,0.8
2021/09/02,09:00,16.2,0.0,78,324,0.2
2021/09/02,10:00,17.5,0.0,76,259,3.4
2021/09/02,11:00,18.7,0.0,72,269,3.3
2021/09/02,12:00,19.5,0.0,67,289,5.5
2021/09/02,13:00,19.6,0.0,67,290,5.2
2021/09/02,14:00,19.8,0.0,66,265,4.9
2021/09/02,15:00,19.8,0.0,64,271,4.9
2021/09/02,16:00,19.9,0.0,69,320,3.8
2021/09/02,17:00,19.0,0.0,71,321,3.5
2021/09/02,18:00,17.8,0.0,77,351,2.9
2021/09/02,19:00,16.8,0.0,80,353,2.1
2021/09/02,20:00,16.0,0.0,85,348,2.6
2021/09/02,21:00,15.5,0.0,87,358,1.8
2021/09/02,22:00,15.3,0.0,88,332,0.2
2021/09/02,23:00,15.0,0.0,89,298,0.8
2021/09/03,00:00,14.7,0.0,90,341,0.1
2021/09/03,01:00,14.5,0.0,91,313,0.0
