AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/07/01,00:00,15.3,0.0,86,19,0.1
2022/07/01,01:00,15.4,0.0,87,341,0.2
2022/07/01,03:00,15.5,0.0,85,295,0.2
2022/07/01,04:00,15.5,0.0,85,311,0.0
2022/07/01,05:00,15.5,S/D,S/D,S/D,S/D
2022/07/01,06:00,15.5,0.0,82,37,0.4
2022/07/01,07:00,15.6,0.0,83,21,0.1
2022/07/01,08:00,15.7,0.0,83,285,0.0
2022/07/01,09:00,15.9,0.0,84,289,0.5
2022/07/01,10:00,16.1,0.0,84,276,1.3
2022/07/01,11:00,16.4,0.0,83,326,0.2
2022/07/01,12:00,17.3,0.0,73,229,2.9
2022/07/01,13:00,17.9,0.0,71,232,3.1
2022/07/01,14:00,18.2,0.0,71,234,4.7
2022/07/01,15:00,18.2,0.0,70,242,3.3
2022/07/01,16:00,18.9,0.0,67,211,1.9
2022/07/01,17:00,18.5,0.0,70,239,2.4
2022/07/01,18:00,17.4,0.0,76,251,1.0
2022/07/01,19:00,16.3,0.0,78,109,2.4
2022/07/01,20:00,15.4,0.0,81,30,0.3
2022/07/01,21:00,14.5,0.0,82,67,0.7
2022/07/01,22:00,13.7,0.0,84,155,0.5
2022/07/01,23:00,13.6,0.0,86,132,0.4
2022/07/02,00:00,13.7,0.0,83,74,0.1
2022/07/02,01:00,14.8,0.0,83,24,1.4
2022/07/02,02:00,15.1,0.0,83,3,0.1
2022/07/02,03:00,15.1,0.0,87,239,1.5
2022/07/02,04:00,14.9,0.0,88,229,1.6
2022/07/02,05:00,14.7,0.0,89,223,2.2
2022/07/02,06:00,14.4,0.0,91,212,1.2
2022/07/02,07:00,14.3,0.0,90,7,0.1
2022/07/02,08:00,14.5,0.0,87,91,0.7
2022/07/02,09:00,14.8,0.0,86,79,0.1
2022/07/02,10:00,15.1,0.0,84,297,1.0
2022/07/02,11:00,15.4,0.0,85,305,2.1
2022/07/02,12:00,16.4,0.0,78,286,3.1
2022/07/02,13:00,17.5,0.0,73,294,3.7
2022/07/02,14:00,17.5,0.0,75,300,3.7
2022/07/02,15:00,16.9,0.0,79,253,3.1
2022/07/02,16:00,16.4,0.0,80,258,2.4
2022/07/02,17:00,16.2,0.0,81,248,2.8
2022/07/02,18:00,15.8,0.0,84,277,2.0
2022/07/02,19:00,15.5,0.0,85,261,2.3
2022/07/02,20:00,15.4,0.0,86,255,1.8
2022/07/02,21:00,15.3,0.0,87,259,1.1
2022/07/02,22:00,15.1,0.0,89,284,1.1
2022/07/02,23:00,14.9,0.0,91,286,0.2
2022/07/03,00:00,14.7,0.0,92,281,1.5
2022/07/03,01:00,14.6,0.0,93,294,2.3
2022/07/03,02:00,14.4,0.0,93,277,0.9
2022/07/03,03:00,14.4,0.0,93,288,2.2
2022/07/03,04:00,14.3,0.0,93,259,0.7
2022/07/03,05:00,14.2,0.1,94,237,0.4
2022/07/03,06:00,14.0,0.0,94,256,0.1
2022/07/03,07:00,14.0,0.1,94,138,0.0
2022/07/03,08:00,14.1,0.0,94,320,0.0
2022/07/03,09:00,14.3,0.0,93,316,0.9
2022/07/03,10:00,14.6,0.0,89,296,1.4
2022/07/03,11:00,15.4,0.0,82,316,2.0
2022/07/03,12:00,16.1,0.0,80,299,2.4
2022/07/03,13:00,16.0,0.0,79,306,2.2
2022/07/03,14:00,16.2,0.0,77,316,1.8
2022/07/03,15:00,16.3,0.0,77,283,1.3
2022/07/03,16:00,16.4,0.0,76,279,1.6
2022/07/03,17:00,16.7,0.0,76,288,2.0
2022/07/03,18:00,16.2,0.0,80,310,1.4
2022/07/03,19:00,15.7,0.0,78,293,0.9
2022/07/03,20:00,15.2,0.0,84,4,0.3
2022/07/03,21:00,14.7,0.0,84,354,0.0
2022/07/03,22:00,14.7,0.0,83,210,0.0
2022/07/03,23:00,14.9,0.0,83,324,0.2
2022/07/04,00:00,15.5,0.0,80,96,0.4
2022/07/04,01:00,15.5,0.0,81,88,2.7
2022/07/04,02:00,15.2,0.0,82,80,2.2
2022/07/04,03:00,15.1,0.0,83,65,2.7
2022/07/04,04:00,14.9,0.0,84,49,2.3
2022/07/04,05:00,14.8,0.0,83,46,3.5
2022/07/04,06:00,14.9,0.0,83,32,2.2
2022/07/04,07:00,15.0,0.0,83,41,1.3
2022/07/04,08:00,15.2,0.0,81,11,2.1
2022/07/04,09:00,15.5,0.0,82,307,0.5
2022/07/04,10:00,15.7,0.0,81,314,1.7
2022/07/04,11:00,16.1,0.0,79,279,1.2
2022/07/04,12:00,16.7,0.0,75,257,2.4
2022/07/04,13:00,17.1,0.0,76,253,3.0
2022/07/04,14:00,17.1,0.0,76,254,3.5
2022/07/04,15:00,16.5,0.0,78,246,2.7
2022/07/04,16:00,16.2,0.0,78,234,1.3
2022/07/04,17:00,16.1,0.0,78,239,2.2
2022/07/04,18:00,16.1,0.0,79,226,2.2
2022/07/04,19:00,16.1,0.0,79,201,1.9
2022/07/04,20:00,16.0,0.0,82,208,1.3
2022/07/04,21:00,15.9,0.0,81,208,2.0
2022/07/04,22:00,16.1,0.0,79,74,2.2
2022/07/04,23:00,16.1,0.0,80,35,2.8
2022/07/05,00:00,15.9,0.0,80,23,2.1
2022/07/05,01:00,15.8,0.0,82,348,1.9
2022/07/05,02:00,15.5,0.0,85,330,1.8
2022/07/05,03:00,15.3,0.0,84,276,1.5
2022/07/05,04:00,15.2,0.0,85,282,0.5
2022/07/05,05:00,15.2,0.0,86,254,1.9
2022/07/05,06:00,14.9,0.0,87,274,0.3
2022/07/05,07:00,14.9,0.0,86,302,0.5
2022/07/05,08:00,14.9,0.0,87,309,1.1
2022/07/05,09:00,15.2,0.0,86,285,0.1
2022/07/05,10:00,15.6,0.0,84,326,0.7
2022/07/05,11:00,16.1,0.0,80,286,2.6
2022/07/05,12:00,17.0,0.0,76,262,2.9
2022/07/05,13:00,17.6,0.0,75,286,3.4
2022/07/05,14:00,18.0,0.0,72,304,3.7
2022/07/05,15:00,17.4,0.0,75,275,3.0
2022/07/05,16:00,17.2,0.0,75,277,4.1
2022/07/05,17:00,16.8,0.0,79,269,3.3
2022/07/05,18:00,16.1,0.0,81,236,1.4
2022/07/05,19:00,16.2,0.0,82,222,2.8
2022/07/05,20:00,16.1,0.0,82,215,2.5
2022/07/05,21:00,16.0,0.0,84,223,3.4
2022/07/05,22:00,15.7,0.0,86,192,1.1
2022/07/05,23:00,15.9,0.0,86,229,2.4
2022/07/06,00:00,15.5,0.0,87,222,3.2
2022/07/06,01:00,15.2,0.0,87,203,1.2
2022/07/06,02:00,15.2,0.0,89,215,1.0
2022/07/06,03:00,14.9,0.0,90,239,0.6
2022/07/06,04:00,14.8,0.0,89,245,0.2
2022/07/06,05:00,14.9,0.0,89,240,0.0
2022/07/06,06:00,14.8,0.0,89,288,0.1
2022/07/06,07:00,14.9,0.0,88,319,0.5
2022/07/06,08:00,15.0,0.0,88,296,1.5
2022/07/06,09:00,15.3,0.0,85,264,0.1
2022/07/06,10:00,15.7,0.0,83,310,1.3
2022/07/06,11:00,15.8,0.0,84,255,2.0
2022/07/06,12:00,15.7,0.0,85,246,2.2
2022/07/06,13:00,15.6,0.0,84,258,2.2
2022/07/06,14:00,15.8,0.0,84,242,2.3
2022/07/06,15:00,16.0,0.0,85,252,2.5
2022/07/06,16:00,16.0,0.0,83,227,3.6
2022/07/06,17:00,15.8,0.0,83,219,3.6
2022/07/06,18:00,15.7,0.0,84,233,2.7
2022/07/06,19:00,15.4,0.0,82,238,1.9
2022/07/06,20:00,15.4,0.0,83,235,1.6
2022/07/06,21:00,15.4,0.0,84,151,2.1
2022/07/06,22:00,15.4,0.0,84,160,1.8
2022/07/06,23:00,15.1,0.0,87,214,2.3
2022/07/07,00:00,14.9,0.0,86,218,1.6
2022/07/07,01:00,14.8,0.0,87,235,1.4
2022/07/07,02:00,14.8,0.0,88,320,0.4
2022/07/07,03:00,14.5,0.0,91,314,1.9
2022/07/07,04:00,14.2,0.0,92,302,1.7
2022/07/07,05:00,14.1,0.0,93,325,1.7
2022/07/07,06:00,14.0,0.0,93,337,0.8
2022/07/07,07:00,14.0,0.0,92,340,0.1
2022/07/07,08:00,14.4,0.0,88,181,0.0
2022/07/07,09:00,15.2,0.0,83,302,3.5
2022/07/07,10:00,15.5,0.0,82,301,3.4
2022/07/07,11:00,16.1,0.0,76,317,3.4
2022/07/07,12:00,16.8,0.0,74,307,4.3
2022/07/07,13:00,17.6,0.0,66,293,3.8
2022/07/07,14:00,18.6,0.0,67,303,4.3
2022/07/07,15:00,18.5,0.0,67,304,3.0
2022/07/07,16:00,18.2,0.0,66,256,3.5
2022/07/07,17:00,17.6,0.0,73,239,3.5
2022/07/07,18:00,16.4,0.0,74,251,2.1
2022/07/07,19:00,16.3,0.0,75,269,0.4
2022/07/07,20:00,16.4,0.0,75,2,0.9
2022/07/07,21:00,16.1,0.0,74,43,0.1
2022/07/07,22:00,15.8,0.0,80,232,1.5
2022/07/07,23:00,15.6,0.0,78,249,0.0
2022/07/08,00:00,15.5,0.0,79,207,0.0
2022/07/08,01:00,14.7,0.0,80,252,0.0
2022/07/08,02:00,13.8,0.0,82,68,0.3
2022/07/08,03:00,13.2,0.0,85,131,0.1
2022/07/08,04:00,12.8,0.0,86,124,0.6
2022/07/08,05:00,12.4,0.0,83,84,1.3
2022/07/08,06:00,12.1,0.0,84,124,0.4
2022/07/08,07:00,11.9,0.0,81,73,2.0
2022/07/08,08:00,13.9,0.0,77,24,0.7
2022/07/08,09:00,16.6,0.0,70,307,0.1
2022/07/08,10:00,17.9,0.0,72,308,2.8
2022/07/08,11:00,18.3,0.0,67,288,3.7
2022/07/08,12:00,18.9,0.0,66,279,3.3
2022/07/08,13:00,19.4,0.0,68,272,3.9
2022/07/08,14:00,19.2,0.0,67,284,4.4
2022/07/08,15:00,19.4,0.0,66,272,4.0
2022/07/08,16:00,19.5,0.0,70,262,3.9
2022/07/08,17:00,19.0,0.0,69,300,2.6
2022/07/08,18:00,18.0,0.0,74,356,2.1
2022/07/08,19:00,17.0,0.0,80,7,1.8
2022/07/08,20:00,16.3,0.0,82,342,0.7
