AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2019/11/01,00:00,17.6,0.0,91,181,0.8
2019/11/01,01:00,17.3,0.0,93,215,0.5
2019/11/01,02:00,17.3,0.0,92,138,0.2
2019/11/01,03:00,17.4,0.0,92,1,0.0
2019/11/01,04:00,17.5,0.0,91,198,0.6
2019/11/01,05:00,17.0,0.0,93,1,0.0
2019/11/01,06:00,16.8,0.0,95,1,0.0
2019/11/01,07:00,18.2,0.0,90,259,1.6
2019/11/01,08:00,20.1,0.0,81,229,1.0
2019/11/01,09:00,20.0,0.0,79,184,1.0
2019/11/01,10:00,22.0,0.0,74,202,0.7
2019/11/01,11:00,23.6,0.0,64,240,1.7
2019/11/01,12:00,23.4,0.0,63,263,2.2
2019/11/01,13:00,23.5,0.0,62,248,1.8
2019/11/01,14:00,23.5,0.0,63,233,1.3
2019/11/01,15:00,23.6,0.0,65,228,1.2
2019/11/01,16:00,23.2,0.0,68,240,1.7
2019/11/01,17:00,20.9,0.0,75,180,1.8
2019/11/01,18:00,18.6,0.0,85,188,1.4
2019/11/01,19:00,17.7,0.0,89,170,2.3
2019/11/01,20:00,17.6,0.0,91,175,2.4
2019/11/01,21:00,17.4,0.0,93,179,1.8
2019/11/01,22:00,17.4,0.0,93,196,0.9
2019/11/01,23:00,17.2,0.0,93,180,1.2
2019/11/02,00:00,16.9,0.0,95,170,1.1
2019/11/02,01:00,16.8,0.0,96,200,0.3
2019/11/02,02:00,16.8,0.0,95,248,1.1
2019/11/02,03:00,16.4,0.0,96,275,0.9
2019/11/02,04:00,16.3,0.0,97,323,0.8
2019/11/02,05:00,16.7,0.0,96,294,0.7
2019/11/02,06:00,16.7,0.0,96,265,0.8
2019/11/02,07:00,17.0,0.0,95,243,0.7
2019/11/02,08:00,18.4,0.0,88,256,1.2
2019/11/02,09:00,20.5,0.0,77,238,1.1
2019/11/02,10:00,21.5,0.0,73,235,1.0
2019/11/02,11:00,22.0,0.0,69,239,1.8
2019/11/02,12:00,22.1,0.0,69,242,1.7
2019/11/02,13:00,22.1,0.0,68,244,1.9
2019/11/02,14:00,21.7,0.0,70,239,1.6
2019/11/02,15:00,21.8,0.0,71,244,1.3
2019/11/02,16:00,21.9,0.0,72,239,1.7
2019/11/02,17:00,21.1,0.0,75,240,1.1
2019/11/02,18:00,19.0,0.0,83,179,1.7
2019/11/02,19:00,18.0,0.0,88,174,1.5
2019/11/02,20:00,17.9,0.0,89,186,1.0
2019/11/02,21:00,17.5,0.0,90,171,1.0
2019/11/02,22:00,17.5,0.0,91,172,1.4
