"","AÑO / MES / DÍA","HORA","TEMPERATURA (°C)","PRECIPITACIÓN (mm/hora)","HUMEDAD (%)","DIRECCION DEL VIENTO (°)","VELOCIDAD DEL VIENTO (m/s)"
"1","2019/04/01","00:00","21.4",NA,"74.87","201.7","2.9"
"2","2019/04/01","01:00","20.5",NA,"79.26","206","2.8"
"3","2019/04/01","02:00","20.0",NA,"78.12","200.9","1.6"
"4","2019/04/01","03:00","20.0",NA,"80.3","186.8","0.4"
"5","2019/04/01","04:00","20.2",NA,"77.79","201.9","1.4"
"6","2019/04/01","05:00","20.0",NA,"81.3","215.5","0.7"
"7","2019/04/01","06:00","20.1",NA,"79.89","182.9","0.8"
"8","2019/04/01","07:00","20.2",NA,"80.3","190.6","0.7"
"9","2019/04/01","08:00","21.3",NA,"73.95","199.2","1.4"
"10","2019/04/01","09:00","21.1",NA,"75.35","239.9","2.6"
"11","2019/04/01","10:00","22.7",NA,"68.69","247","2.7"
"12","2019/04/01","11:00","24.0",NA,"61.75","245","2.0"
"13","2019/04/01","12:00","24.4",NA,"63","261.6","2.5"
"14","2019/04/01","13:00","25.1",NA,"55.8","227.3","2.8"
"15","2019/04/01","14:00","25.7",NA,"55.25","207.9","2.9"
"16","2019/04/01","15:00","25.4",NA,"56.76","213.3","3.5"
"17","2019/04/01","16:00","24.0",NA,"61.07","184.7","3.3"
"18","2019/04/01","17:00","22.5",NA,"65.6","201.8","3.3"
"19","2019/04/01","18:00","21.5",NA,"69.49","210.6","3.6"
"20","2019/04/01","19:00","20.9",NA,"76.12","209.5","3.1"
"21","2019/04/01","20:00","21.1",NA,"74.11","204","2.4"
"22","2019/04/01","21:00","21.0",NA,"74.51","217","2.0"
"23","2019/04/01","22:00","21.0",NA,"74.49","200.4","1.6"
"24","2019/04/01","23:00","20.9",NA,"75.37","190.6","1.3"
"25","2019/04/02","00:00","21.0",NA,"73.81","204.7","1.3"
"26","2019/04/02","01:00","20.8",NA,"75.43","200.9","1.4"
"27","2019/04/02","02:00","20.3",NA,"79.21","193.4","2.2"
"28","2019/04/02","03:00","20.1",NA,"81.5","207.7","1.7"
"29","2019/04/02","04:00","19.8",NA,"84.7","213.2","1.7"
"30","2019/04/02","05:00","19.2",NA,"87","204.6","1.9"
"31","2019/04/02","06:00","19.0",NA,"86","200.1","2.0"
"32","2019/04/02","07:00","19.2",NA,"84.8","171.8","0.9"
"33","2019/04/02","08:00","19.8",NA,"81.6","204.9","0.7"
"34","2019/04/02","09:00","20.9",NA,"78.95","55.89","0.6"
"35","2019/04/02","10:00","21.7",NA,"73.67","234.3","1.4"
"36","2019/04/02","11:00","24.3",NA,"65.52","242.4","0.9"
"37","2019/04/02","12:00","26.1",NA,"58.8","224.6","1.1"
"38","2019/04/02","13:00","26.7",NA,"55.77","238.5","1.8"
"39","2019/04/02","14:00","26.2",NA,"54.91","227.8","2.2"
"40","2019/04/02","15:00","26.0",NA,"58.48","273.4","1.7"
"41","2019/04/02","16:00","26.6",NA,"57.2","212.4","1.5"
"42","2019/04/02","17:00","24.6",NA,"60.07","184.4","2.8"
"43","2019/04/02","18:00","23.5",NA,"62.3","198.7","2.9"
"44","2019/04/02","19:00","22.7",NA,"66.35","203","2.6"
"45","2019/04/02","20:00","21.7",NA,"73.07","201","2.2"
"46","2019/04/02","21:00","21.4",NA,"72.69","189.5","2.2"
"47","2019/04/02","22:00","21.1",NA,"74.68","219.5","1.5"
"48","2019/04/02","23:00","21.2",NA,"74.29","188.3","1.8"
"49","2019/04/03","00:00","20.9",NA,"75.39","217.1","1.6"
"50","2019/04/03","01:00","20.9",NA,"75.44","209.7","1.2"
"51","2019/04/03","02:00","21.0",NA,"75.27","196","1.7"
"52","2019/04/03","03:00","20.0",NA,"76.68","196.3","2.3"
"53","2019/04/03","04:00","19.6",NA,"81.2","210.1","2.1"
"54","2019/04/03","05:00","19.8",NA,"80.3","214.3","1.4"
"55","2019/04/03","06:00","20.0",NA,"80.3","206.5","0.9"
"56","2019/04/03","07:00","20.2",NA,"78.13","156.3","1.1"
"57","2019/04/03","08:00","21.7",NA,"75.15","258.7","0.5"
"58","2019/04/03","09:00","23.0",NA,"68.63","220.1","1.7"
"59","2019/04/03","10:00","24.7",NA,"62.95","184.9","2.1"
"60","2019/04/03","11:00","25.8",NA,"59.12","186.7","2.8"
"61","2019/04/03","12:00","27.3",NA,"54.14","202.7","2.9"
"62","2019/04/03","13:00","26.2",NA,"55.1","195.2","3.5"
"63","2019/04/03","14:00","26.9",NA,"52.81","206.7","3.9"
"64","2019/04/03","15:00","26.3",NA,"54.26","216.1","4.4"
"65","2019/04/03","16:00","25.7",NA,"53.31","189","3.5"
"66","2019/04/03","17:00","24.5",NA,"58.6","196.4","3.7"
"67","2019/04/03","18:00","23.0",NA,"66.28","205.2","2.7"
"68","2019/04/03","19:00","22.1",NA,"69.07","205.7","2.2"
"69","2019/04/03","20:00","21.8",NA,"71.72","202.5","1.2"
"70","2019/04/03","21:00","21.8",NA,"72.09","171.4","1.0"
"71","2019/04/03","22:00","22.2",NA,"70.95","231","1.0"
"72","2019/04/03","23:00","22.3",NA,"71.69","187.2","1.5"
"73","2019/04/04","00:00","21.1",NA,"78.78","191","3.1"
"74","2019/04/04","01:00","20.7",NA,"79.85","194.7","2.2"
"75","2019/04/04","02:00","20.7",NA,"80","208.3","2.0"
"76","2019/04/04","03:00","20.8",NA,"79.42","201.2","1.7"
"77","2019/04/04","04:00","20.8",NA,"79.48","205.4","1.7"
"78","2019/04/04","05:00","20.6",NA,"80","206.2","2.1"
"79","2019/04/04","06:00","20.6",NA,"77.86","198.5","2.0"
"80","2019/04/04","07:00","20.6",NA,"78.49","179.8","1.9"
"81","2019/04/04","08:00","21.3",NA,"74.33","195.8","1.7"
"82","2019/04/04","09:00","23.0",NA,"66.64","220.1","1.5"
"83","2019/04/04","10:00","25.0",NA,"57","131.3","0.8"
"84","2019/04/04","11:00","26.0",NA,"53.19","172.2","1.7"
"85","2019/04/04","12:00","26.1",NA,"54.45","205.1","3.4"
"86","2019/04/04","13:00","26.9",NA,"53.01","196.7","3.6"
"87","2019/04/04","14:00","25.8",NA,"57.85","195","4.3"
"88","2019/04/04","15:00","25.8",NA,"57.19","188.9","3.8"
"89","2019/04/04","16:00","25.3",NA,"60.05","199.1","3.5"
"90","2019/04/04","17:00","24.2",NA,"66.08","195.2","3.3"
"91","2019/04/04","18:00","22.5",NA,"71.68","205","2.8"
"92","2019/04/04","19:00","21.8",NA,"73.76","201","2.1"
"93","2019/04/04","20:00","21.9",NA,"72.07","175.1","0.2"
"94","2019/04/04","21:00","22.7",NA,"69.77","244","0.5"
"95","2019/04/04","22:00","22.7",NA,"70.63","202.4","1.7"
"96","2019/04/04","23:00","21.9",NA,"74.57","205.8","1.9"
"97","2019/04/05","00:00","21.5",NA,"76.35","193.4","0.9"
"98","2019/04/05","01:00","21.3",NA,"77.62","203","2.0"
"99","2019/04/05","02:00","20.7",NA,"80.5","192","2.6"
"100","2019/04/05","03:00","20.7",NA,"79.89","198.2","1.8"
"101","2019/04/05","04:00","20.6",NA,"79.21","197.5","2.5"
"102","2019/04/05","05:00","20.6",NA,"79.24","192.5","1.6"
"103","2019/04/05","06:00","20.6",NA,"79.78","208.8","1.2"
"104","2019/04/05","07:00","20.8",NA,"79.69","204.3","1.4"
"105","2019/04/05","08:00","21.0",NA,"80.3","210.5","1.3"
"106","2019/04/05","09:00","22.3",NA,"73.99","199.3","0.6"
"107","2019/04/05","10:00","23.8",NA,"67.95","205","2.6"
"108","2019/04/05","11:00","25.6",NA,"62.19","208.9","2.9"
"109","2019/04/05","12:00","27.0",NA,"53.81","188.1","3.0"
"110","2019/04/05","13:00","27.6",NA,"51.46","211.8","3.6"
"111","2019/04/05","14:00","27.2",NA,"56.51","187.7","3.6"
"112","2019/04/05","15:00","26.6",NA,"56.71","201.4","3.9"
"113","2019/04/05","16:00","26.1",NA,"57.82","211.9","3.3"
"114","2019/04/05","17:00","25.3",NA,"61.58","201.9","3.1"
"115","2019/04/05","18:00","24.1",NA,"64.62","202.8","2.6"
"116","2019/04/05","19:00","22.4",NA,"71.24","199.5","2.4"
"117","2019/04/05","20:00","22.4",NA,"71.57","205.4","1.8"
"118","2019/04/05","21:00","22.6",NA,"70.99","191.1","1.4"
"119","2019/04/05","22:00","22.6",NA,"71.98","193.5","1.7"
"120","2019/04/05","23:00","22.6",NA,"72.66","201","1.6"
"121","2019/04/06","00:00","22.6",NA,"72.75","192.6","1.8"
"122","2019/04/06","01:00","21.9",NA,"77.47","204","2.2"
"123","2019/04/06","02:00","21.6",NA,"78.43","204.3","1.7"
"124","2019/04/06","03:00","21.7",NA,"77.67","211.5","1.1"
"125","2019/04/06","04:00","21.8",NA,"78.52","197.2","0.6"
"126","2019/04/06","05:00","22.1",NA,"76.96","199.4","0.8"
"127","2019/04/06","06:00","22.4",NA,"75.25","201.6","1.0"
"128","2019/04/06","07:00","22.2",NA,"77.21","197.3","1.5"
"129","2019/04/06","08:00","21.8",NA,"78.75","206.3","1.7"
"130","2019/04/06","09:00","22.4",NA,"77.52","206.3","1.9"
"131","2019/04/06","10:00","23.9",NA,"70.86","194.8","1.5"
"132","2019/04/06","11:00","26.5",NA,"58.97","187.9","1.8"
"133","2019/04/06","12:00","27.9",NA,"54.12","211.8","1.9"
"134","2019/04/06","13:00","28.2",NA,"53.41","224.2","3.1"
"135","2019/04/06","14:00","28.8",NA,"48.67","215.7","2.8"
"136","2019/04/06","15:00","28.5",NA,"49.43","203.1","3.4"
"137","2019/04/06","16:00","27.4",NA,"53.4","195.6","3.5"
"138","2019/04/06","17:00","26.7",NA,"55.67","196.7","2.8"
"139","2019/04/06","18:00","26.1",NA,"56.62","204.1","2.1"
"140","2019/04/06","19:00","24.1",NA,"64.16","190.3","3.0"
"141","2019/04/06","20:00","23.1",NA,"68.8","201.9","2.1"
"142","2019/04/06","21:00","22.6",NA,"68.97","190.2","1.4"
"143","2019/04/06","22:00","22.5",NA,"67.61","173.4","0.6"
"144","2019/04/06","23:00","22.8",NA,"68.14","204","1.2"
"145","2019/04/07","00:00","22.8",NA,"70.53","216.8","0.8"
"146","2019/04/07","01:00","22.7",NA,"71.75","206.5","0.8"
"147","2019/04/07","02:00","22.3",NA,"75.26","205.4","1.1"
"148","2019/04/07","03:00","22.0",NA,"74.32","205.2","0.7"
"149","2019/04/07","04:00","21.7",NA,"74.03","187.6","0.1"
"150","2019/04/07","05:00","21.9",NA,"74.79","184.4","0.5"
"151","2019/04/07","06:00","21.7",NA,"77.99","207.1","0.8"
"152","2019/04/07","07:00","21.9",NA,"76.34","192.5","0.3"
"153","2019/04/07","08:00","23.8",NA,"72.07","191.8","1.2"
"154","2019/04/07","09:00","24.1",NA,"69.67","195.9","2.8"
"155","2019/04/07","10:00","26.4",NA,"58.25","180.4","2.6"
"156","2019/04/07","11:00","27.0",NA,"56.68","211.9","3.3"
"157","2019/04/07","12:00","26.8",NA,"54.83","220.3","3.9"
"158","2019/04/07","13:00","27.2",NA,"54.57","203.7","3.6"
"159","2019/04/07","14:00","27.1",NA,"56.08","211","3.6"
"160","2019/04/07","15:00","26.8",NA,"54.91","222","3.3"
"161","2019/04/07","16:00","27.2",NA,"52.18","191.8","2.2"
"162","2019/04/07","17:00","26.4",NA,"58.84","212.4","2.9"
"163","2019/04/07","18:00","25.3",NA,"60.94","202.6","2.4"
"164","2019/04/07","19:00","23.3",NA,"69.79","216.9","2.1"
"165","2019/04/07","20:00","23.3",NA,"70.16","205.7","1.7"
"166","2019/04/07","21:00","22.9",NA,"73.22","210.4","1.7"
"167","2019/04/07","22:00","22.6",NA,"73.07","203","1.0"
"168","2019/04/07","23:00","22.6",NA,"73.86","209","1.3"
"169","2019/04/08","00:00","22.6",NA,"72.91","193","1.2"
"170","2019/04/08","01:00","22.8",NA,"73.69","190.9","0.3"
"171","2019/04/08","02:00","22.6",NA,"72.16","199.2","0.2"
"172","2019/04/08","03:00","22.2",NA,"76.59","202.9","1.4"
"173","2019/04/08","04:00","21.9",NA,"77.85","239.2","0.1"
"174","2019/04/08","05:00","22.0",NA,"78.48","332.8","0.1"
"175","2019/04/08","06:00","22.5",NA,"74.77","330.9","0.3"
"176","2019/04/08","07:00","23.6",NA,"71.74","351.4","0.1"
"177","2019/04/08","08:00","27.5",NA,"46.9","131.4","0.2"
"178","2019/04/08","09:00","26.8",NA,"61.71","205.3","2.9"
"179","2019/04/08","10:00","27.4",NA,"57.59","210.1","4.0"
"180","2019/04/08","11:00","27.6",NA,"53.41","215.9","4.3"
"181","2019/04/08","12:00","27.6",NA,"54.45","203","3.5"
"182","2019/04/08","13:00","28.3",NA,"50.16","197.6","4.2"
"183","2019/04/08","14:00","28.6",NA,"47.26","215.6","3.0"
"184","2019/04/08","15:00","29.0",NA,"47.21","220.7","3.5"
"185","2019/04/08","16:00","27.7",NA,"49.48","226.6","2.8"
"186","2019/04/08","17:00","26.5",NA,"53.47","225.1","3.2"
"187","2019/04/08","18:00","25.7",NA,"56.93","200.8","1.6"
"188","2019/04/08","19:00","24.3",NA,"58.56","198.5","2.3"
"189","2019/04/08","20:00","23.8",NA,"62.73","217.3","1.1"
"190","2019/04/08","21:00","24.3",NA,"60.23","193.4","1.5"
"191","2019/04/08","22:00","23.5",NA,"68.31","205","1.9"
"192","2019/04/08","23:00","22.3",NA,"74.19","212.8","1.2"
"193","2019/04/09","00:00","22.7",NA,"73.48","187.3","0.4"
"194","2019/04/09","01:00","22.9",NA,"72.13","178.6","0.6"
"195","2019/04/09","02:00","22.5",NA,"72.94","160.7","0.4"
"196","2019/04/09","03:00","22.3",NA,"74.11","197.1","1.6"
"197","2019/04/09","04:00","21.1",NA,"77.09","208.2","2.0"
"198","2019/04/09","05:00","20.5",NA,"78.53","206.3","2.1"
"199","2019/04/09","06:00","20.0",NA,"80","210.4","1.9"
"200","2019/04/09","07:00","20.0",NA,"79.1","202.1","1.4"
"201","2019/04/09","08:00","22.1",NA,"73.21","209.6","0.8"
"202","2019/04/09","09:00","23.9",NA,"67.1","200.5","1.5"
"203","2019/04/09","10:00","25.9",NA,"57.35","191.3","2.3"
"204","2019/04/09","11:00","26.2",NA,"55","197.7","2.9"
"205","2019/04/09","12:00","26.2",NA,"53.98","202.6","3.3"
"206","2019/04/09","13:00","26.1",NA,"51.83","192","3.7"
"207","2019/04/09","14:00","26.3",NA,"53.1","203.7","3.9"
"208","2019/04/09","15:00","26.3",NA,"51.62","200.9","3.3"
"209","2019/04/09","16:00","25.2",NA,"55.32","204.2","3.6"
"210","2019/04/09","17:00","23.9",NA,"59.44","209.9","3.6"
"211","2019/04/09","18:00","22.5",NA,"63.55","215.6","3.1"
"212","2019/04/09","19:00","22.1",NA,"64.07","200.9","2.4"
"213","2019/04/09","20:00","21.2",NA,"68.85","204.3","2.5"
"214","2019/04/09","21:00","21.0",NA,"70.75","203.6","1.7"
"215","2019/04/09","22:00","20.8",NA,"72.33","220.1","1.0"
"216","2019/04/09","23:00","20.9",NA,"72.3","215.7","1.0"
"217","2019/04/10","00:00","20.5",NA,"73.57","189","2.1"
"218","2019/04/10","01:00","19.8",NA,"74.22","196.8","2.1"
"219","2019/04/10","02:00","19.6",NA,"78.04","190.7","0.2"
"220","2019/04/10","03:00","20.0",NA,"72.76","194.8","1.4"
"221","2019/04/10","04:00","19.7",NA,"74.4","194.2","1.3"
"222","2019/04/10","05:00","19.1",NA,"76.88","192","1.3"
"223","2019/04/10","06:00","19.1",NA,"75.65","179.7","0.7"
"224","2019/04/10","07:00","19.7",NA,"76.66","205.9","0.8"
"225","2019/04/10","08:00","21.8",NA,"69.36","170.6","0.7"
"226","2019/04/10","09:00","23.7",NA,"63.42","172.5","1.5"
"227","2019/04/10","10:00","24.2",NA,"62.24","252.3","1.7"
"228","2019/04/10","11:00","24.8",NA,"59.93","242.6","1.4"
"229","2019/04/10","12:00","25.0",NA,"61.63","238.3","1.9"
"230","2019/04/10","13:00","25.2",NA,"56.41","261.9","2.0"
"231","2019/04/10","14:00","25.8",NA,"54.41","217.6","1.4"
"232","2019/04/10","15:00","25.6",NA,"53.27","248.4","2.4"
"233","2019/04/10","16:00","25.2",NA,"54.36","221.7","2.2"
"234","2019/04/10","17:00","24.2",NA,"61.12","201.5","2.9"
"235","2019/04/10","18:00","22.7",NA,"68.49","199.9","2.6"
"236","2019/04/10","19:00","21.9",NA,"66.97","195.1","2.1"
"237","2019/04/10","20:00","21.1",NA,"73.29","208.8","2.6"
"238","2019/04/10","21:00","20.8",NA,"76.24","209.6","2.2"
"239","2019/04/10","22:00","20.8",NA,"73.06","193.2","2.0"
"240","2019/04/10","23:00","20.5",NA,"73.83","210.5","1.6"
"241","2019/04/11","00:00","20.3",NA,"75.51","197.8","0.5"
"242","2019/04/11","01:00","20.4",NA,"75.01","191.8","0.4"
"243","2019/04/11","02:00","20.2",NA,"74.17","194.5","1.2"
"244","2019/04/11","03:00","19.8",NA,"76.23","207.8","1.4"
"245","2019/04/11","04:00","19.6",NA,"77.17","197.8","1.1"
"246","2019/04/11","05:00","19.5",NA,"77.23","200.7","1.2"
"247","2019/04/11","06:00","19.4",NA,"75.8","186.3","0.5"
"248","2019/04/11","07:00","19.8",NA,"78.24","201.4","1.3"
"249","2019/04/11","08:00","22.2",NA,"67.02","145.3","0.7"
"250","2019/04/11","09:00","23.5",NA,"66.41","195.2","1.9"
"251","2019/04/11","10:00","25.0",NA,"60.23","197.1","2.7"
"252","2019/04/11","11:00","26.5",NA,"51.77","204.4","2.9"
"253","2019/04/11","12:00","26.9",NA,"54.15","195.9","3.1"
"254","2019/04/11","13:00","27.0",NA,"53.06","201.5","2.7"
"255","2019/04/11","14:00","27.2",NA,"50.06","195.7","3.1"
"256","2019/04/11","15:00","27.2",NA,"45.47","191.4","3.6"
"257","2019/04/11","16:00","26.7",NA,"51.46","197.3","3.5"
"258","2019/04/11","17:00","25.6",NA,"54.88","199.9","3.3"
"259","2019/04/11","18:00","23.5",NA,"58.35","200.9","3.7"
"260","2019/04/11","19:00","23.0",NA,"57.96","203","1.7"
"261","2019/04/11","20:00","23.1",NA,"59.46","198.8","1.2"
"262","2019/04/11","21:00","22.8",NA,"64.07","208.6","1.2"
"263","2019/04/11","22:00","22.5",NA,"64.98","201","0.2"
"264","2019/04/11","23:00","22.8",NA,"65.26","193.6","1.2"
"265","2019/04/12","00:00","22.3",NA,"68.49","198.4","1.2"
"266","2019/04/12","01:00","21.4",NA,"74.33","197.9","2.0"
"267","2019/04/12","02:00","20.9",NA,"74.39","226.8","0.8"
"268","2019/04/12","03:00","20.9",NA,"77.26","195.5","1.3"
"269","2019/04/12","04:00","20.6",NA,"79.18","199.2","2.1"
"270","2019/04/12","05:00","19.8",NA,"81.2","215.3","1.7"
"271","2019/04/12","06:00","19.8",NA,"77.18","252","0.1"
"272","2019/04/12","07:00","20.6",NA,"73.7","230.2","0.1"
"273","2019/04/12","08:00","22.5",NA,"69.76","192.7","1.6"
"274","2019/04/12","09:00","23.7",NA,"63.47","198.8","2.5"
"275","2019/04/12","10:00","24.8",NA,"59.48","198.7","3.4"
"276","2019/04/12","11:00","26.2",NA,"55.24","173.7","3.0"
"277","2019/04/12","12:00","27.2",NA,"48.03","185.8","3.2"
"278","2019/04/12","13:00","28.3",NA,"42.27","202.9","3.1"
"279","2019/04/12","14:00","27.5",NA,"48.5","204.7","4.1"
"280","2019/04/12","15:00","27.3",NA,"44.83","202.3","3.3"
"281","2019/04/12","16:00","26.1",NA,"50.09","212.5","3.3"
"282","2019/04/12","17:00","25.1",NA,"51.12","190","3.0"
"283","2019/04/12","18:00","23.4",NA,"60.14","208.6","2.8"
"284","2019/04/12","19:00","22.7",NA,"58.84","199.2","2.2"
"285","2019/04/12","20:00","22.3",NA,"61.8","221.5","1.2"
"286","2019/04/12","21:00","22.6",NA,"59.37","182","0.2"
"287","2019/04/12","22:00","22.9",NA,"57.06","233.2","0.5"
"288","2019/04/12","23:00","22.5",NA,"65.57","210.3","1.0"
"289","2019/04/13","00:00","21.8",NA,"67.29","206.9","1.5"
"290","2019/04/13","01:00","21.7",NA,"66.94","192","1.1"
"291","2019/04/13","02:00","21.1",NA,"73.84","202.5","1.3"
"292","2019/04/13","03:00","20.6",NA,"80.8","211.5","1.3"
"293","2019/04/13","04:00","20.1",NA,"84.9","199.4","2.3"
"294","2019/04/13","05:00","19.4",NA,"84.9","208.5","1.7"
"295","2019/04/13","06:00","19.1",NA,"84.8","209.3","1.4"
"296","2019/04/13","07:00","19.5",NA,"82.2","181.1","1.1"
"297","2019/04/13","08:00","20.7",NA,"77.23","204.6","2.1"
"298","2019/04/13","09:00","22.4",NA,"70.11","204.8","2.3"
"299","2019/04/13","10:00","24.1",NA,"66.55","199.9","2.6"
"300","2019/04/13","11:00","25.4",NA,"60.11","202.5","2.6"
"301","2019/04/13","12:00","26.2",NA,"57.57","198.4","3.3"
"302","2019/04/13","13:00","26.5",NA,"53.81","192.9","3.6"
"303","2019/04/13","14:00","27.2",NA,"51.71","201.7","3.4"
"304","2019/04/13","15:00","26.3",NA,"59.37","190.3","3.4"
"305","2019/04/13","16:00","26.4",NA,"53.77","203.3","2.9"
"306","2019/04/13","17:00","25.3",NA,"56.74","190.5","3.1"
"307","2019/04/13","18:00","23.6",NA,"66.27","211.9","2.2"
"308","2019/04/13","19:00","22.4",NA,"72.52","210","2.5"
"309","2019/04/13","20:00","21.9",NA,"77.15","212.8","1.9"
"310","2019/04/13","21:00","21.4",NA,"75.64","214.7","1.5"
"311","2019/04/13","22:00","21.5",NA,"71.22","200.8","1.3"
"312","2019/04/13","23:00","21.6",NA,"75.19","186","0.9"
"313","2019/04/14","00:00","21.7",NA,"71.82","202.7","1.1"
"314","2019/04/14","01:00","21.3",NA,"81.8","207.6","1.3"
"315","2019/04/14","02:00","20.8",NA,"76.02","198.4","1.8"
"316","2019/04/14","03:00","20.0",NA,"80.8","215","1.1"
"317","2019/04/14","04:00","19.9",NA,"79.97","215.1","0.2"
"318","2019/04/14","05:00","20.3",NA,"78.57","180.3","0.8"
"319","2019/04/14","06:00","20.0",NA,"86.4","206.8","1.3"
"320","2019/04/14","07:00","19.8",NA,"80.8","211.7","1.0"
"321","2019/04/14","08:00","20.4",NA,"89.2","206.9","1.2"
"322","2019/04/14","09:00","23.0",NA,"73.95","185","0.7"
"323","2019/04/14","10:00","25.4",NA,"59.9","207.6","2.4"
"324","2019/04/14","11:00","27.2",NA,"55.26","213.3","2.7"
"325","2019/04/14","12:00","27.4",NA,"49.59","201.9","3.3"
"326","2019/04/14","13:00","27.4",NA,"46.17","202.5","3.5"
"327","2019/04/14","14:00","28.0",NA,"51.24","199.6","3.3"
"328","2019/04/14","15:00","27.7",NA,"48.07","209.2","3.6"
"329","2019/04/14","16:00","27.0",NA,"50.35","210.2","3.6"
"330","2019/04/14","17:00","25.5",NA,"53.47","214.7","2.6"
"331","2019/04/14","18:00","23.6",NA,"62.08","199.1","3.1"
"332","2019/04/14","19:00","22.3",NA,"54.73","208","2.8"
"333","2019/04/14","20:00","22.1",NA,"59.9","222.3","0.8"
"334","2019/04/14","21:00","22.3",NA,"60.66","202.6","0.7"
"335","2019/04/14","22:00","22.1",NA,"64.13","228.4","0.7"
"336","2019/04/14","23:00","21.8",NA,"65.3","190.1","0.9"
"337","2019/04/15","00:00","21.3",NA,"73.87","205.9","0.7"
"338","2019/04/15","01:00","21.2",NA,"73.92","191.4","0.8"
"339","2019/04/15","02:00","20.6",NA,"72.49","216.4","0.7"
"340","2019/04/15","03:00","20.4",NA,"73.63","200.5","0.9"
"341","2019/04/15","04:00","19.7",NA,"77.59","199.1","2.0"
"342","2019/04/15","05:00","19.2",NA,"80.8","204.6","1.6"
"343","2019/04/15","06:00","19.1",NA,"81.1","212.9","0.8"
"344","2019/04/15","07:00","19.5",NA,"78.47","224.8","0.3"
"345","2019/04/15","08:00","22.1",NA,"73.9","190.5","0.8"
"346","2019/04/15","09:00","24.0",NA,"62.26","183.8","1.5"
"347","2019/04/15","10:00","26.1",NA,"51.08","205.4","2.5"
"348","2019/04/15","11:00","27.4",NA,"45.3","220","2.9"
"349","2019/04/15","12:00","28.1",NA,"42.16","196.9","3.5"
"350","2019/04/15","13:00","28.6",NA,"42.78","206","3.7"
"351","2019/04/15","14:00","28.3",NA,"43.17","204.9","3.5"
"352","2019/04/15","15:00","27.7",NA,"44.07","211.1","3.5"
"353","2019/04/15","16:00","27.2",NA,"45.69","210.1","3.2"
"354","2019/04/15","17:00","25.9",NA,"51.18","190.9","2.9"
"355","2019/04/15","18:00","24.3",NA,"55.11","207.6","2.4"
"356","2019/04/15","19:00","23.6",NA,"55.72","204.2","2.2"
"357","2019/04/15","20:00","23.2",NA,"56.4","211.7","1.7"
"358","2019/04/15","21:00","23.2",NA,"55.99","198.2","1.1"
"359","2019/04/15","22:00","22.7",NA,"60.77","212.3","1.0"
"360","2019/04/15","23:00","22.8",NA,"60.47","195.2","0.8"
"361","2019/04/16","00:00","22.3",NA,"64.36","215.4","1.3"
"362","2019/04/16","01:00","22.0",NA,"66.03","157.5","0.5"
"363","2019/04/16","02:00","21.4",NA,"71.34","201.9","1.5"
"364","2019/04/16","03:00","21.1",NA,"71.69","177.6","0.5"
"365","2019/04/16","04:00","21.3",NA,"70.32","340","0.4"
"366","2019/04/16","05:00","21.4",NA,"70.8","195","1.0"
"367","2019/04/16","06:00","21.1",NA,"71.41","183.6","0.5"
"368","2019/04/16","07:00","21.7",NA,"70.12","203.4","0.3"
"369","2019/04/16","08:00","23.2",NA,"65.26","216.9","1.0"
"370","2019/04/16","09:00","25.0",NA,"56.25","195.1","1.8"
"371","2019/04/16","10:00","26.4",NA,"51.18","202.5","2.9"
"372","2019/04/16","11:00","27.0",NA,"51.08","207.7","3.0"
"373","2019/04/16","12:00","26.6",NA,"52.89","199.7","2.2"
"374","2019/04/16","13:00","27.1",NA,"49.53","171.1","4.1"
"375","2019/04/16","14:00","28.2",NA,"47.51","200.1","3.1"
"376","2019/04/16","15:00","27.5",NA,"49.3","193.6","3.3"
"377","2019/04/16","16:00","26.9",NA,"48.21","203","3.2"
"378","2019/04/16","17:00","26.3",NA,"51.83","215.9","3.1"
"379","2019/04/16","18:00","24.3",NA,"56.76","193.7","2.6"
"380","2019/04/16","19:00","23.7",NA,"58.25","208.1","1.6"
"381","2019/04/16","20:00","23.5",NA,"59.19","196.6","2.3"
"382","2019/04/16","21:00","23.0",NA,"61.19","212.9","1.8"
"383","2019/04/16","22:00","22.9",NA,"64.85","205.5","1.5"
"384","2019/04/16","23:00","22.8",NA,"65.38","215.3","1.1"
"385","2019/04/17","00:00","22.7",NA,"66.12","208.3","0.6"
"386","2019/04/17","01:00","22.8",NA,"63.36","210.9","0.7"
"387","2019/04/17","02:00","22.5",NA,"65.67","191.3","0.9"
"388","2019/04/17","03:00","21.8",NA,"70.42","200","1.3"
"389","2019/04/17","04:00","21.1",NA,"73.41","208.9","1.5"
"390","2019/04/17","05:00","20.2",NA,"77.39","228.5","0.8"
"391","2019/04/17","06:00","20.1",NA,"79.41","194.9","1.8"
"392","2019/04/17","07:00","20.1",NA,"78.49","216.8","0.5"
"393","2019/04/17","08:00","22.1",NA,"71.6","173.8","0.9"
"394","2019/04/17","09:00","24.2",NA,"63.45","219.4","2.0"
"395","2019/04/17","10:00","25.6",NA,"56.61","213.8","2.4"
"396","2019/04/17","11:00","26.6",NA,"51.65","181","3.0"
"397","2019/04/17","12:00","27.4",NA,"52.52","206.3","2.9"
"398","2019/04/17","13:00","28.1",NA,"48.17","214","2.1"
"399","2019/04/17","14:00","27.7",NA,"48.33","258.1","1.7"
"400","2019/04/17","15:00","27.8",NA,"47.38","218.8","1.9"
