AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/11/01,00:00,18.2,0.0,100,178,0.5
2023/11/01,01:00,18.2,0.0,100,239,0.7
2023/11/01,02:00,18.1,0.0,100,232,1.5
2023/11/01,03:00,17.7,0.0,100,229,2.8
2023/11/01,04:00,17.0,0.0,100,231,2.1
2023/11/01,05:00,16.9,0.0,100,229,2.5
2023/11/01,06:00,16.9,0.0,100,231,1.9
2023/11/01,07:00,16.8,0.0,100,229,2.6
2023/11/01,08:00,16.8,0.0,100,236,2.9
2023/11/01,09:00,17.1,0.0,100,229,3.1
2023/11/01,10:00,17.4,0.0,100,207,2.5
2023/11/01,11:00,17.8,0.0,100,221,3.0
2023/11/01,12:00,18.0,0.0,100,205,2.9
2023/11/01,13:00,17.7,0.0,100,231,2.4
2023/11/01,14:00,17.6,0.0,100,216,1.9
2023/11/01,15:00,17.9,0.0,100,187,1.2
2023/11/01,16:00,17.9,0.0,100,186,0.9
2023/11/01,17:00,17.9,0.0,100,197,1.0
2023/11/01,18:00,17.9,0.0,100,155,0.7
2023/11/01,19:00,17.7,0.0,100,162,0.3
2023/11/01,20:00,17.8,0.0,100,159,1.3
2023/11/01,21:00,17.7,0.0,100,132,1.1
2023/11/01,22:00,17.6,0.0,100,152,1.0
2023/11/01,23:00,17.9,0.0,100,91,1.4
2023/11/02,00:00,17.9,0.0,100,67,1.4
2023/11/02,01:00,17.7,0.0,100,159,1.0
2023/11/02,02:00,17.2,0.0,100,151,1.6
2023/11/02,03:00,16.7,0.0,100,158,1.2
2023/11/02,04:00,16.4,0.0,100,166,1.3
2023/11/02,05:00,16.3,0.0,100,162,0.8
2023/11/02,06:00,16.5,0.0,100,193,0.8
2023/11/02,07:00,16.6,0.0,100,203,0.9
2023/11/02,08:00,16.8,0.0,100,245,0.4
2023/11/02,09:00,17.6,0.0,100,157,0.6
2023/11/02,10:00,17.8,0.0,100,172,1.3
2023/11/02,11:00,18.0,0.0,100,231,2.1
2023/11/02,12:00,18.1,0.0,100,201,1.5
2023/11/02,13:00,18.4,0.0,100,232,2.2
2023/11/02,14:00,19.2,0.0,92,209,2.5
2023/11/02,15:00,20.4,0.0,80,212,2.1
2023/11/02,16:00,20.8,0.0,79,172,2.2
2023/11/02,17:00,19.5,0.0,92,154,2.1
2023/11/02,18:00,18.6,0.0,99,147,2.3
2023/11/02,19:00,18.0,0.0,100,147,2.0
2023/11/02,20:00,17.9,0.0,100,156,1.8
2023/11/02,21:00,17.8,0.0,100,154,1.7
2023/11/02,22:00,18.0,0.0,100,144,1.2
2023/11/02,23:00,18.0,0.0,100,145,0.9
2023/11/03,00:00,17.7,0.0,100,139,1.3
2023/11/03,01:00,17.4,0.0,100,164,1.4
2023/11/03,02:00,17.2,0.0,100,157,1.4
2023/11/03,03:00,17.1,0.0,100,156,1.6
2023/11/03,04:00,17.1,0.0,100,146,0.6
2023/11/03,05:00,17.1,0.0,100,162,1.1
2023/11/03,06:00,17.1,0.0,100,232,1.5
2023/11/03,07:00,17.3,0.0,100,223,1.2
2023/11/03,08:00,17.9,0.0,100,227,2.0
2023/11/03,09:00,18.3,0.0,100,232,2.3
2023/11/03,10:00,18.7,0.0,97,220,2.1
2023/11/03,11:00,19.9,0.0,83,223,3.9
2023/11/03,12:00,20.7,0.0,71,209,3.8
2023/11/03,13:00,21.2,0.0,67,210,4.1
2023/11/03,14:00,21.4,0.0,65,214,3.4
2023/11/03,15:00,21.8,0.0,62,219,2.5
2023/11/03,16:00,22.2,0.0,60,205,2.0
2023/11/03,17:00,20.9,0.0,68,226,2.2
2023/11/03,18:00,20.4,0.0,73,158,2.3
2023/11/03,19:00,18.7,0.0,92,153,2.0
2023/11/03,20:00,17.9,0.0,100,163,1.3
2023/11/03,21:00,17.9,0.0,100,167,1.1
2023/11/03,22:00,17.7,0.0,100,161,1.1
2023/11/03,23:00,17.5,0.0,100,120,0.6
2023/11/04,00:00,17.7,0.0,100,115,0.4
2023/11/04,01:00,17.7,0.0,100,149,1.3
2023/11/04,02:00,17.1,0.0,100,163,1.6
2023/11/04,03:00,16.7,0.0,100,149,1.1
2023/11/04,04:00,16.6,0.0,100,164,1.4
2023/11/04,05:00,16.7,0.0,100,178,1.0
2023/11/04,06:00,16.9,0.0,100,174,0.5
2023/11/04,07:00,17.2,0.0,100,196,0.9
2023/11/04,08:00,17.6,0.0,100,197,0.5
2023/11/04,09:00,17.5,0.0,100,156,1.9
2023/11/04,10:00,17.8,0.0,100,160,1.6
2023/11/04,11:00,18.9,0.0,99,149,1.0
2023/11/04,12:00,20.4,0.0,72,170,2.0
2023/11/04,13:00,21.7,0.0,65,159,2.8
2023/11/04,14:00,22.0,0.0,64,171,2.6
2023/11/04,15:00,22.1,0.0,64,159,2.0
2023/11/04,16:00,21.2,0.0,67,156,1.8
2023/11/04,17:00,20.4,0.0,71,145,1.9
2023/11/04,18:00,18.9,0.0,83,162,2.3
2023/11/04,19:00,17.9,0.0,98,161,2.2
2023/11/04,20:00,17.8,0.0,100,165,1.4
2023/11/04,21:00,17.9,0.0,100,165,1.3
2023/11/04,22:00,17.7,0.0,100,158,1.6
2023/11/04,23:00,17.6,0.0,100,144,1.6
2023/11/05,00:00,17.4,0.0,100,166,1.7
2023/11/05,01:00,17.4,0.0,100,170,0.8
2023/11/05,02:00,17.4,0.0,100,154,1.9
2023/11/05,03:00,17.1,0.0,100,157,1.6
2023/11/05,04:00,17.0,0.0,100,162,1.2
2023/11/05,05:00,16.9,0.0,100,167,0.7
2023/11/05,06:00,17.0,0.0,100,168,0.7
2023/11/05,07:00,17.4,0.0,100,205,1.1
2023/11/05,08:00,17.8,0.0,100,216,0.5
2023/11/05,09:00,18.8,0.0,99,124,0.5
2023/11/05,10:00,21.4,0.0,81,151,0.2
2023/11/05,11:00,23.1,0.0,66,172,2.5
2023/11/05,12:00,23.0,0.0,64,221,2.8
2023/11/05,13:00,23.3,0.0,62,192,2.4
2023/11/05,14:00,23.3,0.0,61,160,2.7
2023/11/05,15:00,22.3,0.0,65,159,2.6
2023/11/05,16:00,20.8,0.0,73,164,2.3
2023/11/05,17:00,19.7,0.0,85,151,1.8
2023/11/05,18:00,18.9,0.0,98,152,2.2
2023/11/05,19:00,18.2,0.4,100,148,2.1
2023/11/05,20:00,17.9,0.0,100,163,1.8
2023/11/05,21:00,18.0,0.0,100,156,1.2
2023/11/05,22:00,17.9,0.0,100,158,1.8
2023/11/05,23:00,17.8,0.0,100,163,1.6
2023/11/06,00:00,17.7,0.0,100,150,1.6
2023/11/06,01:00,17.6,0.0,100,151,1.4
2023/11/06,02:00,17.4,0.0,100,153,1.6
2023/11/06,03:00,17.1,0.0,100,150,1.2
2023/11/06,04:00,17.0,0.0,100,149,1.4
2023/11/06,05:00,17.0,0.0,100,151,1.6
2023/11/06,06:00,16.8,0.0,100,167,0.8
2023/11/06,07:00,16.9,0.0,100,184,1.4
2023/11/06,08:00,17.1,0.0,100,177,0.9
2023/11/06,09:00,17.6,0.0,100,222,1.1
2023/11/06,10:00,18.7,0.0,100,170,1.5
2023/11/06,11:00,19.6,0.0,98,166,1.1
2023/11/06,12:00,20.3,0.0,88,168,2.0
2023/11/06,13:00,20.5,0.0,85,162,2.1
2023/11/06,14:00,20.9,0.0,81,158,2.3
2023/11/06,15:00,21.2,0.0,79,161,2.3
2023/11/06,16:00,20.9,0.0,84,165,3.1
2023/11/06,17:00,19.4,0.0,99,189,3.0
2023/11/06,18:00,18.9,0.0,100,149,1.8
2023/11/06,19:00,18.4,0.0,100,161,1.9
2023/11/06,20:00,18.1,0.0,100,143,2.6
2023/11/06,21:00,17.8,0.0,100,150,2.1
2023/11/06,22:00,17.9,0.0,100,146,2.0
2023/11/06,23:00,17.8,0.0,100,156,1.9
2023/11/07,00:00,17.7,0.0,100,158,1.6
2023/11/07,01:00,17.5,0.0,100,147,1.2
2023/11/07,02:00,17.5,0.0,100,138,1.2
2023/11/07,03:00,17.3,0.0,100,141,1.7
2023/11/07,04:00,17.2,0.0,100,158,1.5
2023/11/07,05:00,17.2,0.0,100,161,1.4
2023/11/07,06:00,17.1,0.0,100,161,1.5
2023/11/07,07:00,17.2,0.0,100,162,0.7
2023/11/07,08:00,17.7,0.0,100,154,0.7
