AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/07/01,00:00,15.1,0.0,89,235,1.6
2022/07/01,01:00,15.2,0.0,87,237,1.6
2022/07/01,02:00,15.3,0.0,88,235,1.0
2022/07/01,03:00,15.1,0.0,89,228,2.1
2022/07/01,04:00,15.1,0.0,92,230,2.4
2022/07/01,05:00,14.9,0.0,93,245,1.1
2022/07/01,06:00,14.6,0.1,94,232,1.8
2022/07/01,07:00,14.6,0.0,95,236,2.0
2022/07/01,08:00,15.0,0.0,94,243,1.6
2022/07/01,09:00,15.4,S/D,89,S/D,S/D
2022/07/01,10:00,16.0,0.0,84,240,2.3
2022/07/01,11:00,16.3,0.0,80,235,3.7
2022/07/01,12:00,16.5,0.0,77,242,3.7
2022/07/01,13:00,16.9,0.0,74,225,3.4
2022/07/01,14:00,16.5,0.0,80,233,3.2
2022/07/01,15:00,16.3,0.0,82,230,3.9
2022/07/01,16:00,16.2,0.0,81,231,2.5
2022/07/01,17:00,15.8,0.0,84,229,2.7
2022/07/01,18:00,15.7,0.0,86,233,2.0
2022/07/01,19:00,15.3,0.0,89,229,2.9
2022/07/01,20:00,15.5,0.0,89,233,2.4
2022/07/01,21:00,15.3,0.0,88,259,1.5
2022/07/01,22:00,15.1,0.0,89,230,2.9
2022/07/01,23:00,15.0,0.0,90,233,2.1
2022/07/02,00:00,14.8,0.0,89,266,0.8
2022/07/02,01:00,14.6,0.0,91,230,1.6
2022/07/02,02:00,14.3,0.0,93,227,2.1
2022/07/02,03:00,14.1,0.0,94,227,2.3
2022/07/02,04:00,13.9,0.0,95,236,1.3
2022/07/02,05:00,13.8,0.0,95,211,1.0
2022/07/02,06:00,13.8,0.0,95,207,0.3
2022/07/02,07:00,13.7,0.0,95,283,0.5
2022/07/02,08:00,14.0,0.0,94,193,0.5
2022/07/02,09:00,14.3,0.0,93,294,1.3
2022/07/02,10:00,15.0,0.0,90,270,1.0
2022/07/02,11:00,15.8,0.0,83,208,1.1
2022/07/02,12:00,16.1,0.0,81,225,0.8
2022/07/02,14:00,16.1,0.0,81,220,2.8
2022/07/02,15:00,15.9,0.0,84,217,1.9
