AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/10/01,00:00,18.1,,82.7,59.65,1.3
2023/10/01,01:00,17.6,,89.4,64.14,1.4
2023/10/01,02:00,17.0,,93.6,67.29,1.5
2023/10/01,03:00,17.2,,92.6,66.78,0.7
2023/10/01,04:00,17.2,,93.6,67.47,1.0
2023/10/01,05:00,17.5,,92.6,66.43,1.2
2023/10/01,06:00,17.2,,94,67.88,1.2
2023/10/01,07:00,17.3,,94.2,68,1.3
2023/10/01,08:00,17.7,,91.4,66.43,1.0
2023/10/01,09:00,18.7,,84.2,61.24,0.4
2023/10/01,10:00,19.6,,79.36,57.82,0.9
2023/10/01,11:00,21.4,,70.68,51.32,0.6
2023/10/01,12:00,23.4,,63.63,46.9,1.8
2023/10/01,13:00,25.2,,58.42,42.61,2.2
2023/10/01,14:00,25.6,,57,41.31,3.0
2023/10/01,15:00,25.4,,55.97,41.27,3.0
2023/10/01,16:00,23.3,,65.23,46.17,4.0
2023/10/01,17:00,21.8,,72.39,51.37,3.2
2023/10/01,18:00,19.7,,80.9,57.4,3.0
2023/10/01,19:00,18.8,,85.4,61.23,2.5
2023/10/01,20:00,18.7,,85.9,61.93,1.9
2023/10/01,21:00,18.4,,88,63.39,2.1
2023/10/01,22:00,18.1,,90.7,65.31,2.0
2023/10/01,23:00,18.1,,90.8,65.44,1.9
2023/10/02,00:00,17.9,,93.4,67.38,1.9
2023/10/02,01:00,17.8,,93.4,67.29,1.9
2023/10/02,02:00,17.4,,95.8,69.01,2.1
2023/10/02,03:00,17.2,,97.7,70.04,2.2
2023/10/02,04:00,17.1,,98.5,70.77,1.6
2023/10/02,05:00,17.0,,99,71.29,1.4
2023/10/02,06:00,17.2,,98.6,71.2,0.4
2023/10/02,07:00,17.5,,97.4,69.92,0.4
2023/10/02,08:00,18.4,,90.7,65.65,1.4
2023/10/02,09:00,18.5,,89.2,64.83,1.4
2023/10/02,10:00,19.9,,80.9,59.4,1.2
2023/10/02,11:00,22.7,,71.6,50.33,2.0
2023/10/02,12:00,24.1,,64.47,46.55,2.5
2023/10/02,13:00,24.5,,61.63,44.39,3.1
2023/10/02,14:00,24.3,,62.01,44.61,3.6
2023/10/02,15:00,23.9,,63.04,45.56,3.4
2023/10/02,16:00,22.6,,69.18,48.99,3.3
2023/10/02,17:00,21.6,,72.64,52.32,2.4
2023/10/02,18:00,21.1,,74.97,53.63,2.3
2023/10/02,19:00,19.7,,83.3,59.02,3.2
2023/10/02,20:00,18.7,,87,62.3,2.6
2023/10/02,21:00,18.7,,86.8,62.82,1.1
2023/10/02,22:00,18.7,,86.7,62.44,1.8
2023/10/02,23:00,18.2,,91.4,65.76,2.2
2023/10/03,00:00,18.0,,92.4,66.3,2.1
2023/10/03,01:00,17.6,,95.3,68.18,2.0
2023/10/03,02:00,17.3,,97.5,70.49,2.0
2023/10/03,03:00,17.2,,99,71.41,1.9
2023/10/03,04:00,17.1,,99.8,71.79,1.9
2023/10/03,05:00,17.1,,99.8,72.06,1.8
2023/10/03,06:00,17.2,,99.1,71.55,1.2
2023/10/03,07:00,17.5,,97.3,70.36,1.0
2023/10/03,08:00,18.4,,90.9,66.42,0.5
2023/10/03,09:00,20.0,,81.9,59.1,1.3
2023/10/03,10:00,20.6,,80.6,57.87,2.2
2023/10/03,11:00,21.5,,75.41,55.15,2.9
2023/10/03,12:00,21.6,,74.26,54.39,3.1
2023/10/03,13:00,23.5,,66.7,48.73,3.3
2023/10/03,14:00,25.1,,60.57,44.55,3.1
2023/10/03,15:00,23.7,,65.99,47.17,3.1
2023/10/03,16:00,22.5,,70.6,50.5,3.1
2023/10/03,17:00,21.3,,74.64,53.59,2.6
2023/10/03,18:00,20.0,,81.3,58.06,2.6
2023/10/03,19:00,19.0,,86.7,62.07,2.9
2023/10/03,20:00,18.5,,89.3,64.08,2.1
2023/10/03,21:00,18.6,,89.2,64.25,1.8
2023/10/03,22:00,18.3,,91.2,65.81,1.1
2023/10/03,23:00,18.2,,92,66.07,1.3
2023/10/04,00:00,18.4,,90.8,65.1,1.6
2023/10/04,01:00,17.9,,94.4,67.74,1.8
2023/10/04,02:00,17.6,,95.7,68.87,1.3
2023/10/04,03:00,17.4,,97.5,70.09,1.5
2023/10/04,04:00,17.5,,97.3,70.27,1.1
2023/10/04,05:00,17.8,,95.3,69.15,0.1
2023/10/04,06:00,17.9,,94.2,68.17,1.3
2023/10/04,07:00,17.6,,96.7,70.14,1.2
2023/10/04,08:00,18.2,,93.1,67.33,1.0
2023/10/04,09:00,19.1,,89,63.24,2.1
2023/10/04,10:00,20.4,,80.9,57.74,2.9
2023/10/04,11:00,21.2,,75.04,54.87,2.8
2023/10/04,12:00,22.1,,72.18,51.47,3.6
2023/10/04,13:00,23.8,,64.26,46.66,3.0
2023/10/04,14:00,24.7,,59.76,44.56,3.3
2023/10/04,15:00,23.9,,64.23,46,3.2
2023/10/04,16:00,23.0,,67.05,48.19,2.8
