AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/12/01,00:00,19.9,,85.6,61.71,1.7
2023/12/01,01:00,19.9,,85.6,61.68,0.4
2023/12/01,02:00,19.9,,85.8,61.63,1.3
2023/12/01,03:00,19.7,,85.5,61.59,1.7
2023/12/01,04:00,19.6,,86.3,62.23,1.1
2023/12/01,05:00,19.4,,89,63.54,2.0
2023/12/01,06:00,19.0,,90.7,65.14,2.0
2023/12/01,07:00,19.5,,87.6,62.84,2.3
2023/12/01,08:00,20.9,,79.48,57.67,2.2
2023/12/01,09:00,22.7,,70.8,51.96,2.3
2023/12/01,10:00,24.5,,62.47,46.76,2.5
2023/12/01,11:00,25.6,,60.64,43.59,2.9
2023/12/01,12:00,26.5,,57.25,41.38,3.1
2023/12/01,13:00,26.5,,56.89,40.63,3.7
2023/12/01,14:00,26.9,,55.83,39.79,3.6
2023/12/01,15:00,26.1,,56.46,41.26,4.0
2023/12/01,16:00,25.2,,59.79,42.76,3.5
2023/12/01,17:00,23.9,,65.73,47.44,2.9
2023/12/01,18:00,22.4,,72.09,51.55,2.9
2023/12/01,19:00,21.8,,71.89,52.07,1.8
2023/12/01,20:00,22.0,,73.41,52.88,1.3
2023/12/01,21:00,21.3,,78.66,55.92,2.7
2023/12/01,22:00,20.4,,85.1,60.89,2.4
2023/12/01,23:00,19.8,,85.2,61.17,2.0
2023/12/02,00:00,19.7,,85.2,61.45,0.4
2023/12/02,01:00,19.9,,84.3,60.75,0.8
2023/12/02,02:00,20.1,,83,59.78,0.5
2023/12/02,03:00,19.9,,84.3,60.92,1.5
2023/12/02,04:00,19.5,,88.9,64,1.4
2023/12/02,05:00,19.3,,89.6,64.54,1.9
2023/12/02,06:00,19.0,,91.5,66,1.5
2023/12/02,07:00,20.3,,84.4,61.11,1.1
2023/12/02,08:00,21.5,,79.01,56.65,2.7
2023/12/02,09:00,22.4,,73.85,53.62,3.0
2023/12/02,10:00,23.6,,68.88,49.91,3.1
2023/12/02,11:00,24.0,,67.66,48.5,3.5
2023/12/02,12:00,24.2,,66.95,47.77,3.6
2023/12/02,13:00,24.5,,65.76,46.94,3.4
2023/12/02,14:00,24.5,,65.13,46.28,3.7
2023/12/02,15:00,24.6,,63.24,45.55,3.4
2023/12/02,16:00,24.6,,62.35,44.99,2.9
2023/12/02,17:00,23.5,,67.39,47.53,3.0
2023/12/02,18:00,22.5,,69.82,50.04,2.1
2023/12/02,19:00,21.0,,77.32,55.51,2.5
2023/12/02,20:00,20.3,,82.1,58.54,2.4
2023/12/02,21:00,19.5,,87.7,62.8,2.6
2023/12/02,22:00,19.4,,89.2,63.82,2.0
2023/12/02,23:00,19.2,,88.5,63.93,1.6
2023/12/03,00:00,19.1,,89.2,64.3,1.1
2023/12/03,01:00,19.2,,88.1,64.08,1.1
2023/12/03,02:00,19.2,,88.2,63.81,0.7
2023/12/03,03:00,19.0,,88.6,63.71,0.5
2023/12/03,04:00,18.5,,91.1,65.52,0.7
2023/12/03,05:00,18.5,,90.9,65.47,0.4
2023/12/03,06:00,18.3,,93,66.68,1.0
2023/12/03,07:00,18.5,,92.1,66.65,0.4
2023/12/03,08:00,19.2,,88.5,64.13,0.6
2023/12/03,09:00,20.8,,78.49,57.9,1.8
2023/12/03,10:00,21.5,,77.25,54.44,3.2
2023/12/03,11:00,22.5,,69.67,51.43,3.1
2023/12/03,12:00,23.7,,64.6,47.04,3.2
2023/12/03,13:00,25.0,,58.65,43.88,2.2
2023/12/03,14:00,26.1,,55.63,40.42,3.2
2023/12/03,15:00,25.9,,56.49,40.59,2.3
2023/12/03,16:00,25.2,,57.96,41.88,3.3
2023/12/03,17:00,23.6,,63.87,45.89,3.4
2023/12/03,18:00,21.4,,72.82,52.37,3.1
2023/12/03,19:00,19.9,,80.6,57.53,2.7
2023/12/03,20:00,19.6,,83.1,59.69,2.0
2023/12/03,21:00,19.5,,84.9,60.86,1.9
2023/12/03,22:00,19.3,,86.4,62.32,1.4
2023/12/03,23:00,19.2,,86.9,62.3,1.7
2023/12/04,00:00,19.3,,84.7,61.3,0.8
2023/12/04,01:00,19.2,,85.9,61.7,0.8
2023/12/04,02:00,18.7,,88.5,63.57,1.3
2023/12/04,03:00,18.5,,89.6,64.44,0.5
2023/12/04,04:00,18.5,,90.4,65.19,0.6
2023/12/04,05:00,18.6,,89.2,64.47,0.4
2023/12/04,06:00,18.5,,88.7,63.74,0.7
2023/12/04,07:00,19.0,,86.3,62.17,0.7
2023/12/04,08:00,19.3,,83.4,60.6,0.8
2023/12/04,09:00,20.1,,80.6,57.18,1.1
2023/12/04,10:00,21.1,,74.95,53.18,1.4
2023/12/04,11:00,22.9,,68.23,47.84,1.4
2023/12/04,12:00,22.3,,66.81,48.27,1.7
2023/12/04,13:00,23.5,,61.65,45.59,2.0
2023/12/04,14:00,23.9,,61.17,44.63,2.4
2023/12/04,15:00,24.4,,62.71,43.65,2.9
2023/12/04,16:00,22.9,,66.23,47.17,3.4
2023/12/04,17:00,22.1,,68.44,50.04,2.8
2023/12/04,18:00,20.0,,79.1,56.9,2.9
2023/12/04,19:00,19.6,,81.2,58.55,1.9
2023/12/04,20:00,19.1,,85,60.85,2.2
2023/12/04,21:00,19.2,,84.2,60.82,1.9
2023/12/04,22:00,19.2,,85,60.71,1.3
2023/12/04,23:00,19.1,,85,61.26,1.4
2023/12/05,00:00,18.8,,87,62.55,1.5
2023/12/05,01:00,18.7,,88.3,63.44,1.4
2023/12/05,02:00,18.1,,90.9,65.58,1.9
2023/12/05,03:00,18.0,,91.4,65.91,0.8
2023/12/05,04:00,18.0,,91.2,65.77,0.5
2023/12/05,05:00,18.2,,90.6,64.97,1.5
2023/12/05,06:00,18.1,,91.1,65.67,0.7
2023/12/05,07:00,19.0,,86.5,62.72,0.4
2023/12/05,08:00,20.8,,77.37,56.3,1.2
2023/12/05,09:00,22.5,,69.42,50.92,2.0
2023/12/05,10:00,23.8,,66.03,47.65,2.5
2023/12/05,11:00,24.6,,63.27,45.78,2.7
2023/12/05,12:00,24.5,,63.94,45.59,2.8
2023/12/05,13:00,24.0,,64.9,47,2.5
2023/12/05,14:00,23.9,,64.59,46.46,3.0
2023/12/05,15:00,23.7,,66.07,46.9,2.8
2023/12/05,16:00,22.8,,69.3,49.65,2.4
2023/12/05,17:00,22.2,,72.98,51.96,2.7
2023/12/05,18:00,20.7,,79.5,56.87,3.0
