AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/12/01,00:00,16.2,0.0,82.1,184.7,1.9
2022/12/01,01:00,15.8,0.0,85.4,171.1,1.7
2022/12/01,02:00,15.6,0.0,85.6,164.3,1.0
2022/12/01,03:00,15.6,0.0,85.2,167.9,0.9
2022/12/01,04:00,15.6,0.0,84.4,117.2,0.2
2022/12/01,05:00,15.3,0.0,87.3,195.1,1.3
2022/12/01,06:00,14.9,0.0,90.3,202.6,0.8
2022/12/01,07:00,15.8,0.0,89.8,211.1,0.5
2022/12/01,08:00,16.7,0.0,85.6,230.4,1.5
2022/12/01,09:00,18.2,0.0,81.1,207.8,1.1
2022/12/01,10:00,19.6,0.0,72.91,247.4,2.1
2022/12/01,11:00,19.4,0.0,71.33,251.8,2.3
2022/12/01,12:00,19.9,0.0,69.31,256.1,2.3
2022/12/01,13:00,19.6,0.0,70.15,210.3,2.6
2022/12/01,14:00,19.7,0.3,68.77,225.6,3.2
2022/12/01,15:00,18.9,0.1,70.08,208.2,3.0
2022/12/01,16:00,19.3,0.3,70.82,206.4,2.9
2022/12/01,17:00,18.5,0.1,71.55,190.4,2.7
2022/12/01,18:00,17.9,0.2,75.39,202.1,2.3
2022/12/01,19:00,17.3,0.2,77.97,188.4,2.0
2022/12/01,20:00,16.9,0.1,79.24,188.9,1.2
2022/12/01,21:00,16.6,0.0,80.7,205.2,2.2
2022/12/01,22:00,16.3,0.0,83.4,207.9,1.7
2022/12/01,23:00,16.1,0.0,85.5,224.5,1.3
2022/12/02,00:00,15.6,0.0,88.2,242.2,1.5
2022/12/02,01:00,15.2,0.0,90.4,205.3,0.9
2022/12/02,02:00,15.1,0.0,91,301.6,0.7
2022/12/02,03:00,15.1,0.1,91.1,265.4,1.2
2022/12/02,04:00,14.7,0.0,91.9,313.5,1.8
2022/12/02,05:00,14.6,0.0,92.3,306.7,1.4
2022/12/02,06:00,14.6,0.0,92.8,308.7,1.5
2022/12/02,07:00,14.8,0.0,92.3,303.9,1.4
2022/12/02,08:00,15.1,0.0,90.5,303.3,1.9
2022/12/02,09:00,15.8,0.0,84.6,309.7,1.5
2022/12/02,10:00,16.6,0.0,79.17,295.2,2.1
2022/12/02,11:00,17.1,0.0,76.46,306,2.2
2022/12/02,12:00,18.2,0.0,71.52,291.3,1.8
2022/12/02,13:00,18.8,0.6,68.67,278.9,2.5
2022/12/02,14:00,19.3,0.3,66.59,266.9,2.3
2022/12/02,15:00,19.2,0.1,67.99,286.5,2.7
2022/12/02,16:00,19.0,0.0,70.15,283.1,2.0
2022/12/02,17:00,17.9,0.1,75.3,226.6,2.6
2022/12/02,18:00,16.6,0.0,79.91,191.9,2.1
2022/12/02,19:00,15.8,0.0,83.3,211.5,1.9
2022/12/02,20:00,15.3,0.0,86.2,194.1,1.9
2022/12/02,21:00,15.4,0.0,86.9,191,1.9
2022/12/02,22:00,15.3,0.0,86.1,217.8,1.4
2022/12/02,23:00,14.8,0.0,88.1,210.1,1.9
2022/12/03,00:00,14.6,0.0,90.1,198.9,1.9
2022/12/03,01:00,14.6,0.0,90.7,213,1.1
2022/12/03,02:00,14.6,0.0,90.4,187.1,1.2
2022/12/03,03:00,14.4,0.0,91.1,216.3,1.6
2022/12/03,04:00,13.9,0.0,93.5,207.5,1.9
2022/12/03,05:00,13.8,0.0,94.6,214.8,1.7
2022/12/03,06:00,13.6,0.0,95.1,210.1,1.3
2022/12/03,07:00,13.8,0.0,95.3,208.8,1.1
2022/12/03,08:00,14.3,0.0,95.1,139.3,0.3
2022/12/03,09:00,15.0,0.0,92.9,296.7,1.6
2022/12/03,10:00,15.6,0.0,86.6,293.3,2.0
2022/12/03,11:00,17.0,0.0,79.27,288.5,2.2
2022/12/03,12:00,17.5,0.0,75.96,286.7,2.3
2022/12/03,13:00,17.9,0.0,74.27,284.8,2.2
2022/12/03,14:00,18.5,0.3,71.06,299.4,2.4
2022/12/03,15:00,18.2,0.1,72.57,278.4,1.8
2022/12/03,16:00,18.4,0.1,71.77,242.7,2.6
