AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/08/05,18:00,0.0,0.0,,0,0.0
2021/08/05,19:00,0.0,0.0,,0,0.0
2021/08/05,20:00,0.0,0.0,,0,0.0
2021/08/05,21:00,0.0,0.0,,0,0.0
2021/08/05,22:00,0.0,0.0,,0,0.0
2021/08/05,23:00,0.0,0.0,,0,0.0
2021/08/06,00:00,0.0,0.0,,0,0.0
2021/08/06,01:00,0.0,0.0,,0,0.0
2021/08/06,02:00,0.0,0.0,,0,0.0
2021/08/06,03:00,0.0,0.0,,0,0.0
2021/08/06,04:00,0.0,0.0,,0,0.0
2021/08/06,05:00,0.0,0.0,,0,0.0
2021/08/07,10:00,19.3,0.0,,16.14,5.5
2021/08/07,11:00,18.8,S/D,,34.57,4.5
2021/08/07,12:00,14.6,0.0,,S/D,S/D
2021/08/07,13:00,15.7,0.0,,203.9,0.9
2021/08/07,14:00,15.2,0.0,,206.5,1.0
2021/08/07,15:00,14.8,0.0,,197.5,1.5
2021/08/07,16:00,15.0,0.0,,214.5,0.9
2021/08/07,17:00,14.6,0.0,,185.2,1.0
2021/08/07,18:00,14.2,0.0,,206.7,1.1
2021/08/07,19:00,14.2,0.0,,202.6,0.9
2021/08/07,20:00,14.0,0.0,,196.2,1.8
2021/08/07,21:00,14.0,0.0,,121.5,0.9
2021/08/07,22:00,14.3,0.0,,166,0.6
2021/08/07,23:00,14.0,0.1,,179.9,0.9
2021/08/08,00:00,14.0,0.1,,118.5,0.5
2021/08/08,01:00,14.1,0.0,,81.6,0.2
2021/08/08,02:00,14.1,0.0,,100.8,0.1
2021/08/08,03:00,14.1,0.0,,118.6,0.3
2021/08/08,04:00,13.8,0.0,,179.3,0.6
2021/08/08,05:00,13.8,0.0,,89.4,0.3
2021/08/08,06:00,13.8,0.0,,19.19,0.1
2021/08/08,07:00,13.8,0.0,,0,0.0
2021/08/08,08:00,13.7,0.0,,200.9,0.5
2021/08/08,09:00,13.7,0.0,,184.1,0.3
2021/08/08,10:00,14.5,0.0,,73.42,0.2
2021/08/08,11:00,14.8,0.0,,287.4,1.0
2021/08/08,12:00,14.9,0.0,,240,0.9
2021/08/08,13:00,14.9,0.0,,211.4,0.7
2021/08/08,14:00,14.6,0.0,,192.8,0.7
2021/08/08,15:00,14.3,0.0,,207.8,1.0
2021/08/08,16:00,14.1,0.0,,199.9,0.8
2021/08/08,17:00,14.0,0.0,,203,1.0
2021/08/08,18:00,13.8,0.0,,183.6,0.7
2021/08/08,19:00,13.7,0.1,,171.4,0.8
2021/08/08,20:00,13.5,0.1,,201.4,0.9
2021/08/08,21:00,13.6,0.1,,189.6,1.0
2021/08/08,22:00,13.7,0.1,,0,0.0
2021/08/08,23:00,13.8,0.0,,4.02,0.0
2021/08/09,00:00,13.9,0.0,,139.3,0.3
2021/08/09,01:00,13.9,0.0,,84.6,0.1
2021/08/09,02:00,13.9,0.0,,204,1.1
2021/08/09,03:00,13.8,0.0,,144.6,0.5
2021/08/09,04:00,13.8,0.0,,62.52,0.1
2021/08/09,05:00,13.8,0.0,,0,0.0
2021/08/09,06:00,13.9,0.0,,17.19,0.0
2021/08/09,07:00,14.0,0.0,,126.9,0.5
2021/08/09,08:00,14.3,0.0,,41.73,0.1
2021/08/09,09:00,14.5,0.0,,209.1,0.4
2021/08/09,10:00,14.9,0.0,,184.4,1.3
2021/08/09,11:00,15.0,0.0,,203.7,1.0
2021/08/09,12:00,15.4,0.0,,191.8,0.9
2021/08/09,13:00,15.8,0.0,,163.4,0.7
2021/08/09,14:00,16.4,0.0,,63.14,0.2
2021/08/09,15:00,15.8,0.0,,224.9,1.2
2021/08/09,16:00,14.8,0.0,,224.6,0.9
2021/08/09,17:00,14.6,0.0,,195.8,1.0
2021/08/09,18:00,14.4,0.0,,199.4,1.1
2021/08/09,19:00,14.4,0.0,,203.3,1.1
2021/08/09,20:00,14.3,0.0,,174,0.9
2021/08/09,21:00,14.2,0.0,,135.5,0.8
2021/08/09,22:00,14.5,S/D,,107,1.1
2021/08/09,23:00,14.2,0.0,,195.5,0.8
2021/08/10,00:00,14.2,0.0,,117.8,0.2
2021/08/10,01:00,14.0,0.0,,185,0.5
2021/08/10,02:00,14.0,0.1,,0,0.0
2021/08/10,03:00,13.8,0.0,,123.2,0.3
2021/08/10,04:00,13.7,0.0,,58.27,0.1
2021/08/10,05:00,13.7,0.0,,0,0.0
2021/08/10,06:00,13.8,0.0,,161.1,0.6
2021/08/10,07:00,13.8,0.0,,113.3,0.2
2021/08/10,08:00,14.0,0.0,,169.8,0.5
2021/08/10,09:00,14.5,0.0,,169.2,0.5
2021/08/10,10:00,15.0,0.0,,199.8,0.7
2021/08/10,11:00,15.3,0.0,,200.4,1.3
2021/08/10,12:00,15.8,0.0,,166.7,1.3
2021/08/10,13:00,16.2,0.0,,163.8,1.2
2021/08/10,14:00,16.2,0.0,,203.3,1.5
2021/08/10,15:00,16.5,0.0,,185,1.3
2021/08/10,16:00,15.7,0.0,,233.9,0.9
2021/08/10,17:00,15.3,0.0,,172.2,1.1
2021/08/10,18:00,14.6,0.0,,189.5,1.1
2021/08/10,19:00,14.4,0.0,,203.3,1.4
2021/08/10,20:00,14.5,0.0,,193.3,1.0
2021/08/10,21:00,14.4,0.0,,212.6,1.0
2021/08/10,22:00,14.3,0.0,,199.4,1.2
2021/08/10,23:00,14.1,0.0,,207.2,0.6
2021/08/11,00:00,14.1,0.0,,117,0.3
2021/08/11,01:00,14.0,0.0,,213.6,0.7
2021/08/11,02:00,14.1,0.0,,117.1,0.1
2021/08/11,03:00,14.0,0.0,,0,0.0
2021/08/11,04:00,13.9,0.1,,236.4,0.4
2021/08/11,05:00,13.5,0.2,,222.3,0.4
2021/08/11,06:00,13.5,0.2,,230.7,0.4
2021/08/11,07:00,13.5,0.2,,252.1,0.5
2021/08/11,08:00,13.6,0.1,,269.1,0.6
2021/08/11,09:00,13.8,0.2,,207.6,0.4
2021/08/11,10:00,14.0,0.1,,192.9,0.4
2021/08/11,11:00,14.0,0.1,,201.6,0.6
2021/08/11,12:00,14.4,0.0,,135.9,0.2
2021/08/11,13:00,15.2,0.0,,205.7,0.5
2021/08/11,14:00,15.8,0.0,,148.9,0.5
2021/08/11,15:00,15.8,0.0,,226.4,0.8
2021/08/11,16:00,15.0,0.0,,224.7,1.1
2021/08/11,17:00,14.8,0.0,,163.9,1.0
2021/08/11,18:00,14.5,0.0,,150.4,0.6
2021/08/11,19:00,14.2,0.0,,186.3,0.6
2021/08/11,20:00,14.3,0.0,,0,0.0
2021/08/11,21:00,14.3,0.1,,18.79,0.0
2021/08/11,22:00,14.3,0.1,,88,0.1
2021/08/11,23:00,14.3,0.0,,152.7,0.4
2021/08/12,00:00,14.3,0.0,,153.7,1.0
2021/08/12,07:00,S/D,S/D,,S/D,S/D
2021/08/12,11:00,16.0,0.0,,211.7,1.3
2021/08/12,12:00,15.0,0.0,,198.2,1.6
2021/08/12,13:00,15.0,0.0,,196.6,1.7
2021/08/12,14:00,15.1,0.0,,200,1.8
2021/08/12,15:00,15.0,0.0,,194.5,1.6
2021/08/12,16:00,14.8,0.0,,195.3,1.4
2021/08/12,17:00,14.7,0.0,,209.5,1.0
2021/08/12,18:00,14.7,0.0,,165.4,0.9
2021/08/12,19:00,14.6,0.0,,150.9,1.3
2021/08/12,20:00,14.4,0.0,,140.1,1.2
2021/08/12,21:00,14.4,0.0,,89.6,0.9
2021/08/12,22:00,14.3,0.0,,107.1,0.8
2021/08/12,23:00,14.2,0.0,,86.1,0.3
2021/08/13,00:00,14.2,0.0,,211,0.4
2021/08/13,01:00,14.2,0.0,,159.8,0.4
2021/08/13,02:00,14.0,0.0,,196.5,0.4
2021/08/13,03:00,13.9,0.0,,81.2,0.2
2021/08/13,04:00,13.8,0.0,,209.8,0.7
2021/08/13,05:00,13.7,0.0,,35.47,0.2
2021/08/13,06:00,13.6,0.0,,215.5,0.3
2021/08/13,07:00,13.6,0.0,,25.27,0.0
2021/08/16,07:00,S/D,S/D,,S/D,S/D
2021/08/16,12:00,14.1,0.0,,198.8,0.6
2021/08/16,13:00,14.5,0.0,,123.9,0.5
2021/08/16,15:00,14.1,0.0,,208.8,1.1
2021/08/16,16:00,14.0,0.0,,207.7,0.8
2021/08/16,17:00,14.1,0.0,,149.9,0.5
2021/08/16,18:00,13.9,0.0,,198.2,1.0
2021/08/16,19:00,13.9,0.0,,192.7,0.9
2021/08/16,20:00,14.0,0.0,,184.8,0.6
2021/08/16,21:00,14.0,0.0,,118.1,1.1
2021/08/16,22:00,14.0,0.0,,129.9,0.6
2021/08/16,23:00,14.0,0.0,,129.6,0.8
2021/08/17,00:00,13.9,0.1,,119.6,0.9
2021/08/17,01:00,13.9,0.0,,79.59,1.0
2021/08/17,02:00,13.8,0.0,,139.9,0.4
2021/08/17,03:00,13.8,0.0,,189.2,0.5
2021/08/17,04:00,13.8,0.1,,48.26,0.1
2021/08/17,05:00,13.7,0.0,,79.5,0.2
2021/08/17,06:00,13.6,0.0,,106.8,0.1
2021/08/17,07:00,13.4,0.0,,263.5,0.6
2021/08/17,08:00,13.4,0.0,,223.3,0.4
2021/08/17,09:00,13.6,0.0,,174.7,0.3
2021/08/17,10:00,13.9,0.0,,169.2,0.4
2021/08/17,11:00,14.1,0.0,,226,1.0
2021/08/17,12:00,14.7,0.0,,139.3,0.4
2021/08/17,13:00,15.8,0.0,,189.9,0.5
2021/08/17,14:00,16.3,0.0,,264,0.8
2021/08/17,15:00,16.8,0.0,,212.8,0.6
2021/08/17,16:00,16.7,0.0,,257.8,0.9
2021/08/17,17:00,16.2,0.0,,186.6,0.8
2021/08/17,18:00,14.9,0.0,,189.2,0.8
2021/08/17,19:00,14.7,0.0,,194.6,1.1
2021/08/17,20:00,14.6,0.0,,197.4,1.0
2021/08/17,21:00,14.5,0.0,,198,1.1
2021/08/17,22:00,14.5,0.0,,198.3,1.0
2021/08/17,23:00,14.4,0.0,,164,0.9
2021/08/18,00:00,14.3,0.0,,157.5,0.7
2021/08/18,01:00,14.1,0.0,,149.2,0.4
2021/08/18,02:00,14.0,0.0,,208.5,1.0
2021/08/18,03:00,13.9,0.0,,173.8,0.6
2021/08/18,04:00,13.8,0.0,,88.6,0.3
2021/08/18,05:00,13.9,0.0,,215.5,0.6
2021/08/18,06:00,13.8,0.0,,183.2,0.5
2021/08/18,07:00,13.8,0.0,,142.1,0.6
2021/08/18,09:00,14.5,0.0,,244.6,0.7
2021/08/18,10:00,14.4,0.0,,185.6,0.5
2021/08/18,11:00,14.4,0.0,,176,0.5
2021/08/18,12:00,14.6,0.0,,231.6,0.7
2021/08/18,13:00,14.5,0.0,,229.9,0.6
2021/08/18,14:00,14.2,0.0,,261.2,0.7
2021/08/18,15:00,14.9,0.0,,263.6,0.9
2021/08/18,16:00,15.7,0.0,,282.7,0.6
2021/08/18,17:00,15.9,0.0,,256,0.8
2021/08/18,18:00,15.2,0.0,,180.1,0.8
2021/08/18,19:00,14.6,0.0,,181.2,0.9
2021/08/18,20:00,14.4,0.0,,192,0.9
2021/08/18,21:00,14.4,0.0,,158.3,1.1
2021/08/18,22:00,14.3,0.0,,198.6,1.3
2021/08/18,23:00,14.3,0.0,,208.2,0.9
2021/08/19,00:00,13.9,0.0,,178.2,0.7
2021/08/19,01:00,13.9,0.0,,160.6,0.9
2021/08/19,02:00,13.8,0.0,,128.5,0.9
2021/08/19,03:00,13.8,0.0,,153.6,1.2
2021/08/19,04:00,13.9,0.0,,148.7,1.0
2021/08/19,05:00,13.8,0.0,,197,0.7
2021/08/19,06:00,13.8,0.0,,104.2,0.3
2021/08/19,07:00,13.8,0.0,,79.07,0.3
2021/08/19,08:00,13.9,0.0,,190.1,0.6
2021/08/19,09:00,14.0,0.0,,156.1,1.3
2021/08/19,10:00,14.7,0.0,,204.7,0.4
2021/08/19,11:00,15.2,0.0,,258.9,1.0
2021/08/19,12:00,15.8,0.0,,247.8,0.7
2021/08/19,13:00,17.7,0.0,,269.2,1.1
2021/08/19,14:00,20.6,0.0,,198.9,0.6
2021/08/19,15:00,19.0,0.0,,274.7,1.9
2021/08/19,16:00,18.3,0.0,,273.1,1.8
2021/08/19,17:00,16.2,0.0,,160,1.3
2021/08/19,18:00,15.1,0.0,,195,1.2
2021/08/19,19:00,14.4,0.0,,201.3,1.5
2021/08/19,20:00,14.0,0.0,,197.2,1.6
2021/08/19,21:00,14.2,0.0,,191.4,1.3
2021/08/19,22:00,14.1,0.0,,149.4,2.0
2021/08/19,23:00,14.4,0.0,,185.4,1.1
2021/08/20,00:00,14.2,0.0,,213.6,0.8
2021/08/20,01:00,13.9,0.0,,208.2,0.9
2021/08/20,02:00,13.7,0.0,,213.2,0.7
2021/08/20,03:00,13.6,0.0,,237.7,0.7
2021/08/20,04:00,13.4,0.0,,257.6,0.6
2021/08/20,05:00,13.4,0.0,,271.2,0.4
2021/08/20,06:00,13.3,0.0,,243.7,0.4
2021/08/20,07:00,13.4,0.0,,197.1,0.4
2021/08/20,08:00,13.7,0.0,,114.5,0.2
2021/08/20,09:00,14.0,0.0,,286.6,0.8
2021/08/20,10:00,14.1,0.0,,208.9,0.6
2021/08/20,11:00,14.4,0.0,,246.1,0.6
2021/08/20,12:00,14.6,0.0,,232.6,1.0
2021/08/20,13:00,14.7,0.0,,236.2,0.9
2021/08/20,14:00,14.8,0.0,,258.4,1.0
2021/08/20,15:00,14.4,0.0,,283.6,1.1
2021/08/20,16:00,14.4,0.0,,278.9,0.7
2021/08/20,17:00,14.3,0.0,,174,0.8
2021/08/20,18:00,13.7,0.0,,193.1,0.8
2021/08/20,19:00,13.5,0.0,,180.9,0.8
2021/08/20,21:00,13.5,0.0,,200.9,0.3
2021/08/20,22:00,13.5,0.0,,110.1,0.1
2021/08/20,23:00,13.6,0.0,,51.86,0.1
2021/08/21,00:00,13.5,0.0,,31.57,0.1
2021/08/21,01:00,13.5,0.0,,175.4,0.6
2021/08/21,02:00,13.4,0.1,,110,0.2
2021/08/21,03:00,13.4,0.0,,144.5,0.1
2021/08/21,04:00,13.2,0.0,,185.3,0.4
2021/08/21,05:00,13.2,0.1,,254.2,0.5
2021/08/21,06:00,13.2,0.1,,160.6,0.3
2021/08/21,07:00,13.2,0.0,,227,0.3
2021/08/21,08:00,13.4,0.0,,257,0.9
2021/08/21,09:00,13.8,0.0,,160,0.3
2021/08/21,10:00,14.1,0.0,,240.3,0.8
2021/08/21,11:00,14.6,0.0,,200.5,0.5
2021/08/21,12:00,14.6,0.0,,268.8,0.9
2021/08/21,13:00,15.2,0.0,,262.1,0.9
2021/08/21,14:00,16.1,0.0,,255.5,0.7
2021/08/21,15:00,16.8,0.0,,265,1.1
2021/08/21,16:00,16.2,0.0,,270.7,1.3
2021/08/21,17:00,14.9,0.0,,283.8,0.9
2021/08/21,18:00,14.6,0.0,,186.4,1.1
2021/08/21,19:00,14.6,0.0,,185.1,1.0
2021/08/21,20:00,14.4,0.0,,148.4,1.6
2021/08/21,21:00,14.2,0.0,,114.3,1.1
2021/08/21,22:00,14.1,0.0,,130.3,0.8
2021/08/21,23:00,14.1,0.0,,121,0.5
2021/08/22,00:00,14.0,0.0,,108,0.4
2021/08/22,01:00,13.8,0.0,,189.7,0.6
2021/08/22,02:00,13.7,0.0,,200.9,1.0
2021/08/22,03:00,13.7,0.0,,185.5,0.5
2021/08/22,04:00,13.6,0.0,,22.79,0.0
2021/08/22,05:00,13.7,0.0,,80.8,0.1
2021/08/22,06:00,13.6,0.0,,268.8,0.5
2021/08/22,07:00,13.5,0.0,,226.8,0.6
2021/08/22,08:00,13.6,0.0,,288.5,0.7
2021/08/22,09:00,14.0,0.0,,215,0.4
2021/08/22,10:00,14.1,0.0,,263.8,0.9
2021/08/22,11:00,14.2,0.0,,205.2,0.5
2021/08/22,12:00,14.6,0.0,,222.7,0.6
2021/08/22,13:00,15.4,0.0,,239.3,1.0
2021/08/22,14:00,16.1,0.0,,212.9,0.9
2021/08/22,15:00,15.5,0.0,,208.3,1.1
2021/08/22,16:00,15.0,0.0,,220.4,0.8
2021/08/22,17:00,14.8,0.0,,221,0.9
2021/08/22,18:00,14.4,0.0,,201.3,0.4
2021/08/22,19:00,14.3,0.0,,232,0.8
2021/08/22,20:00,14.1,0.0,,200.5,0.4
2021/08/22,21:00,13.8,0.0,,255.2,0.5
2021/08/22,22:00,13.8,0.0,,218.1,0.7
2021/08/22,23:00,13.8,0.0,,230.8,0.6
2021/08/23,00:00,13.8,0.0,,257.9,0.6
2021/08/23,01:00,13.7,0.0,,235.3,0.4
2021/08/25,11:00,14.5,S/D,,210.2,0.9
2021/08/25,12:00,14.3,0.0,,198,0.9
2021/08/25,13:00,14.2,0.0,,181.4,1.0
2021/08/25,14:00,14.3,0.0,,182.1,0.8
2021/08/25,15:00,14.3,0.0,,129.1,0.8
2021/08/25,16:00,14.5,0.0,,177.1,0.9
2021/08/25,17:00,14.4,0.0,,197.1,1.0
2021/08/25,18:00,14.1,0.0,,200.1,1.6
2021/08/25,19:00,13.7,0.0,,202.4,1.4
2021/08/25,20:00,13.9,0.0,,181.9,0.8
2021/08/25,21:00,13.9,0.0,,192.8,0.8
2021/08/25,22:00,13.7,0.0,,154.8,0.5
2021/08/25,23:00,13.6,0.0,,24.94,0.0
2021/08/26,00:00,13.8,0.0,,213.7,0.3
2021/08/26,01:00,13.6,0.0,,0,0.0
2021/08/26,02:00,13.5,0.0,,212,0.4
2021/08/26,03:00,13.4,0.0,,189.8,0.4
2021/08/26,04:00,13.2,0.1,,217.9,0.5
2021/08/26,05:00,13.2,0.0,,229.8,0.4
2021/08/26,06:00,13.3,0.0,,276.1,0.8
2021/08/26,07:00,13.4,0.1,,182.3,0.2
2021/08/26,08:00,13.4,0.1,,158.9,0.2
2021/08/26,09:00,13.8,0.1,,249.1,0.5
2021/08/26,10:00,14.2,S/D,,117.1,0.2
2021/08/26,11:00,14.7,S/D,,265.8,0.8
2021/08/26,12:00,15.1,0.0,,271.4,0.8
2021/08/26,13:00,14.8,0.0,,238.4,0.7
2021/08/26,14:00,15.1,0.0,,259.5,0.8
2021/08/26,15:00,14.8,0.0,,210.4,1.0
2021/08/26,16:00,14.1,0.0,,210.4,1.0
2021/08/26,17:00,14.2,0.0,,201.2,1.1
2021/08/26,18:00,13.9,0.0,,196.6,1.5
2021/08/26,19:00,13.9,0.0,,149.5,2.0
2021/08/26,20:00,13.8,0.0,,185.1,1.3
2021/08/26,21:00,13.8,0.0,,201.6,1.0
2021/08/26,22:00,13.9,0.0,,158.7,0.8
2021/08/26,23:00,13.5,0.0,,237.8,0.7
2021/08/27,00:00,13.3,0.0,,127.9,0.3
2021/08/27,01:00,13.3,0.0,,58.35,0.1
2021/08/27,02:00,13.1,0.0,,284,0.7
2021/08/27,03:00,13.2,0.0,,248,0.5
2021/08/27,04:00,13.2,0.0,,0,0.0
2021/08/27,05:00,13.3,0.0,,33.31,0.1
2021/08/27,06:00,13.3,0.0,,211.6,0.6
2021/08/27,07:00,13.3,0.0,,114.2,0.2
2021/08/27,08:00,13.6,0.0,,137.3,0.2
2021/08/27,09:00,14.2,0.0,,164.8,0.5
2021/08/27,10:00,14.2,0.0,,218.7,0.7
2021/08/27,11:00,14.3,0.0,,290,0.9
2021/08/27,12:00,15.1,0.0,,236.7,0.8
2021/08/27,13:00,15.9,S/D,,267.9,0.8
2021/08/27,14:00,16.3,0.0,,271.6,1.1
2021/08/27,15:00,16.5,0.0,,283.9,1.1
2021/08/27,16:00,15.9,0.0,,264.3,1.1
2021/08/27,17:00,15.1,0.0,,181.6,1.6
2021/08/27,18:00,14.5,0.0,,165.8,1.2
2021/08/27,19:00,14.2,0.0,,204.4,1.0
2021/08/27,20:00,14.3,0.0,,168.4,0.7
2021/08/27,21:00,14.1,0.0,,216.5,1.1
2021/08/27,22:00,14.2,0.0,,172.6,0.9
2021/08/27,23:00,14.2,0.0,,171.3,0.9
2021/08/28,00:00,14.2,0.0,,54.61,0.1
2021/08/28,01:00,13.9,0.0,,26.22,0.2
2021/08/28,02:00,13.3,0.0,,274.7,0.6
2021/08/28,03:00,13.3,0.0,,22.09,0.0
2021/08/28,04:00,13.1,0.0,,259.8,0.6
2021/08/28,05:00,12.6,0.0,,192,0.2
2021/08/28,06:00,12.7,0.0,,111.7,0.2
2021/08/28,07:00,12.9,0.0,,71.4,0.3
2021/08/28,08:00,13.5,0.0,,128.7,0.2
2021/08/28,09:00,14.8,0.0,,172.9,0.3
2021/08/28,10:00,16.8,0.0,,268.3,1.3
2021/08/28,11:00,18.1,0.0,,274.6,1.4
2021/08/28,12:00,19.1,0.0,,275.5,1.6
2021/08/28,13:00,19.0,0.0,,282.7,2.0
2021/08/28,14:00,19.7,0.0,,267.6,1.5
2021/08/28,15:00,20.1,0.0,,269.1,1.6
2021/08/28,16:00,19.7,0.0,,273.5,1.4
2021/08/28,17:00,17.7,0.0,,287.9,1.9
2021/08/28,18:00,15.2,0.0,,193.7,0.4
2021/08/28,19:00,14.5,0.0,,171.6,1.3
2021/08/28,20:00,14.4,0.0,,168.7,0.8
2021/08/28,21:00,14.4,0.0,,182.3,0.7
2021/08/28,22:00,14.2,0.0,,197.9,1.1
2021/08/28,23:00,14.2,0.0,,166.3,0.7
2021/08/29,00:00,14.1,0.0,,141.1,0.7
2021/08/29,01:00,13.8,0.0,,205.9,0.7
2021/08/29,02:00,13.8,0.0,,209,0.4
2021/08/29,03:00,13.7,0.0,,190.9,0.3
2021/08/29,04:00,13.5,0.0,,67.38,0.0
2021/08/29,05:00,13.3,0.0,,288.8,0.7
2021/08/29,06:00,13.2,0.0,,102.7,0.1
2021/08/29,07:00,13.3,0.0,,97.4,0.1
2021/08/29,08:00,14.2,0.0,,146.6,0.3
2021/08/29,09:00,17.0,0.0,,204.7,0.6
2021/08/29,10:00,18.1,0.0,,276.4,1.7
2021/08/29,11:00,18.4,0.0,,269.2,1.6
2021/08/29,12:00,18.4,0.0,,278.7,1.6
2021/08/29,13:00,18.1,0.0,,276.9,1.7
2021/08/29,14:00,18.3,0.0,,284.9,1.8
2021/08/29,15:00,15.5,0.0,,269.2,1.5
2021/08/29,16:00,14.8,0.0,,183.8,1.0
2021/08/29,17:00,14.6,0.0,,206.4,1.1
2021/08/29,18:00,14.6,0.0,,208,1.0
2021/08/29,19:00,13.9,0.0,,194.2,1.5
2021/08/29,20:00,14.1,0.0,,198.9,1.7
2021/08/29,21:00,13.9,0.0,,175.5,1.5
2021/08/29,22:00,13.8,0.0,,176.5,0.8
2021/08/29,23:00,13.8,0.0,,110.8,0.3
2021/08/30,00:00,14.0,0.0,,149,0.3
2021/08/30,01:00,13.8,0.0,,165.4,0.6
2021/08/30,02:00,13.5,0.0,,265.8,0.6
2021/08/30,03:00,13.3,0.0,,224.1,0.6
2021/08/30,04:00,13.1,0.0,,257.1,0.4
2021/08/30,05:00,12.9,0.0,,237.9,0.5
2021/08/30,06:00,12.8,0.0,,229.1,0.6
2021/08/30,07:00,12.9,0.1,,266.6,0.4
2021/08/30,08:00,13.1,0.0,,252.7,0.7
2021/08/30,09:00,13.3,0.0,,280.4,0.9
2021/08/30,10:00,13.7,0.0,,161.1,0.3
2021/08/30,11:00,14.8,0.0,,152.1,1.0
2021/08/30,12:00,16.6,0.0,,272.2,2.0
2021/08/30,13:00,17.0,0.0,,264.6,1.4
2021/08/30,14:00,16.7,0.0,,276.3,1.7
2021/08/30,15:00,16.9,0.0,,275.9,1.6
2021/08/30,16:00,15.8,0.0,,278.4,1.7
2021/08/30,17:00,15.0,0.0,,218.6,1.3
2021/08/30,18:00,14.0,0.0,,189.7,1.0
