AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2019/09/01,00:00,14.2,0.0,,172.8,0.8
2019/09/01,01:00,14.0,0.0,,25.38,0.1
2019/09/01,02:00,13.9,0.0,,242.2,0.6
2019/09/01,03:00,13.8,0.0,,221.4,0.6
2019/09/01,04:00,13.8,0.0,,167.3,0.4
2019/09/01,05:00,13.8,0.0,,16.62,0.2
2019/09/01,06:00,13.8,0.0,,268.7,0.6
2019/09/01,07:00,14.0,0.0,,297.4,0.7
2019/09/01,08:00,14.5,0.0,,277.9,0.6
2019/09/01,09:00,14.7,0.0,,247.4,0.7
2019/09/01,10:00,15.2,0.0,,231,0.6
2019/09/01,11:00,16.5,0.0,,257.5,1.1
2019/09/01,12:00,18.9,0.0,,259.7,1.2
2019/09/01,13:00,19.1,0.0,,290,1.8
2019/09/01,14:00,19.7,0.0,,279.8,1.7
2019/09/01,15:00,19.0,0.0,,243.5,1.4
2019/09/01,16:00,18.3,0.0,,256.4,1.3
2019/09/01,17:00,16.2,0.0,,256,0.8
2019/09/01,18:00,15.1,0.0,,206.6,0.4
2019/09/01,19:00,14.7,0.0,,260.6,0.9
2019/09/01,20:00,14.7,0.0,,299.5,0.9
2019/09/01,21:00,14.6,0.0,,309.1,1.1
2019/09/01,22:00,14.4,0.0,,216.3,0.7
2019/09/01,23:00,14.3,0.0,,267.8,0.4
2019/09/02,00:00,14.3,0.0,,228.3,0.6
2019/09/02,01:00,13.8,0.0,,232.7,1.0
2019/09/02,02:00,13.7,0.0,,200.5,0.8
2019/09/02,03:00,13.8,0.0,,187.7,0.3
2019/09/02,04:00,13.7,0.0,,134.5,0.3
2019/09/02,05:00,13.7,0.0,,156.7,0.4
2019/09/02,06:00,13.8,0.0,,115.2,0.3
2019/09/02,07:00,13.8,0.0,,247.6,0.5
2019/09/02,08:00,14.2,0.0,,258.8,0.5
2019/09/02,09:00,15.0,0.0,,116.4,0.3
2019/09/02,10:00,16.0,0.0,,262.7,0.9
2019/09/02,11:00,16.4,0.0,,266.5,1.4
2019/09/02,12:00,15.8,0.0,,215.6,0.6
2019/09/02,13:00,16.1,0.0,,279.8,1.2
2019/09/02,14:00,17.9,0.0,,273.2,1.5
2019/09/02,15:00,17.4,0.0,,249.7,1.4
2019/09/02,16:00,15.9,0.0,,274.5,1.7
2019/09/02,17:00,15.5,0.0,,289.6,0.9
2019/09/02,18:00,14.7,0.0,,297.7,1.0
2019/09/02,19:00,14.5,0.0,,287.4,0.6
2019/09/02,20:00,14.6,0.0,,190.8,0.6
2019/09/02,21:00,14.4,0.0,,225.7,1.0
2019/09/02,22:00,14.8,0.0,,209.8,1.5
2019/09/02,23:00,14.8,0.0,,202.9,1.0
2019/09/03,00:00,14.6,0.0,,210.6,0.8
2019/09/03,01:00,14.0,0.0,,232.9,0.9
2019/09/03,02:00,13.9,0.0,,221.7,0.8
2019/09/03,03:00,13.8,0.0,,223.7,0.8
2019/09/03,04:00,13.8,0.0,,220.5,0.6
2019/09/03,05:00,13.8,0.0,,189.3,0.7
2019/09/03,06:00,13.8,0.0,,247,0.5
2019/09/03,07:00,13.6,0.0,,275.5,0.6
2019/09/03,08:00,13.8,0.2,,202.7,0.9
2019/09/03,09:00,13.9,0.0,,237.4,0.9
2019/09/03,10:00,14.2,0.0,,215.2,1.1
2019/09/03,11:00,14.5,0.0,,231.8,1.2
2019/09/03,12:00,15.2,0.0,,198.3,0.9
2019/09/03,13:00,16.3,0.0,,210.8,1.1
2019/09/03,14:00,18.0,0.0,,237,0.7
2019/09/03,15:00,17.8,0.0,,211.3,1.2
2019/09/03,16:00,19.4,0.0,,221.3,0.8
2019/09/03,17:00,16.5,0.0,,239,1.2
2019/09/03,18:00,15.0,0.0,,181.3,1.1
2019/09/03,19:00,14.7,0.0,,223.8,0.8
2019/09/03,20:00,14.9,0.0,,213.5,1.3
2019/09/03,21:00,14.8,0.0,,236.5,1.1
2019/09/03,22:00,14.5,0.0,,189.7,0.7
2019/09/03,23:00,14.6,0.0,,237,1.1
2019/09/04,00:00,14.4,0.0,,219.8,0.8
2019/09/04,01:00,14.4,0.0,,190.6,0.9
2019/09/04,02:00,14.5,0.0,,198.1,1.0
2019/09/04,03:00,14.4,0.0,,234.6,0.5
2019/09/04,04:00,13.9,0.0,,236.3,0.9
2019/09/04,05:00,13.9,0.0,,222.1,0.7
2019/09/04,06:00,14.0,0.0,,233.8,1.1
2019/09/04,07:00,14.1,0.0,,173,1.3
2019/09/04,08:00,14.4,0.0,,215.9,1.0
2019/09/04,09:00,14.2,0.0,,204.3,1.1
2019/09/04,10:00,14.5,0.0,,230,0.8
2019/09/04,11:00,15.3,0.0,,202.6,0.4
2019/09/04,12:00,15.7,0.0,,219.9,1.1
2019/09/04,13:00,16.9,0.0,,263.1,0.9
2019/09/04,14:00,16.5,0.0,,231.8,1.7
2019/09/04,15:00,17.0,0.0,,235.5,2.3
2019/09/04,16:00,17.0,0.0,,221.7,1.7
2019/09/04,17:00,15.4,0.0,,228.9,2.0
2019/09/04,18:00,14.8,0.0,,237.9,1.7
2019/09/04,19:00,15.0,0.0,,232.9,1.4
2019/09/04,20:00,14.5,0.0,,224.7,1.5
2019/09/04,21:00,14.4,0.0,,234.2,1.0
2019/09/04,22:00,14.4,0.0,,214.4,0.9
2019/09/04,23:00,14.3,0.0,,224.2,1.3
2019/09/05,00:00,14.2,0.0,,227.6,0.7
2019/09/05,01:00,14.2,0.0,,237.7,0.8
2019/09/05,02:00,14.0,0.0,,198.5,0.7
