AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/08/01,00:00,18.9,,85.1,162.5,0.4
2023/08/01,01:00,19.1,,84.5,292.4,0.5
2023/08/01,02:00,18.9,,84.5,169.7,0.2
2023/08/01,03:00,19.0,,84.3,313,0.9
2023/08/01,04:00,18.9,,85.1,258.1,0.6
2023/08/01,05:00,18.7,,85.6,77.29,0.2
2023/08/01,06:00,18.8,,84.8,271.5,0.6
2023/08/01,07:00,18.8,,84,233.4,0.2
2023/08/01,08:00,19.2,,81.9,267.4,1.0
2023/08/01,09:00,19.5,,80.7,235.9,1.2
2023/08/01,10:00,19.8,,78.6,256.7,1.1
2023/08/01,11:00,20.5,,74.79,230.7,1.6
2023/08/01,12:00,21.6,,71.03,223.9,1.9
2023/08/01,13:00,22.8,,64.28,223.5,1.6
2023/08/01,14:00,23.8,,61.34,235.4,2.0
2023/08/01,15:00,23.6,,61.65,219.4,2.9
2023/08/01,16:00,23.0,,62.36,236.3,2.9
2023/08/01,17:00,22.2,,66.29,228,2.3
2023/08/01,18:00,20.2,,75.57,235.3,2.0
2023/08/01,19:00,19.5,,78.16,236.3,1.4
2023/08/01,20:00,19.1,,81.8,246.7,1.1
2023/08/01,21:00,19.0,,81.9,242.3,1.0
2023/08/01,22:00,19.3,,79.94,287,0.6
2023/08/01,23:00,19.3,,79.48,249.4,0.5
2023/08/02,00:00,19.3,,78.91,189.3,0.8
2023/08/02,01:00,19.1,,80.1,174.6,0.4
2023/08/02,02:00,19.1,,80.4,191.6,0.3
2023/08/02,03:00,19.0,,80.9,101.4,0.7
2023/08/02,04:00,18.8,,81.8,44.93,1.2
2023/08/02,05:00,18.8,,81.2,54.74,1.1
2023/08/02,06:00,18.8,,81.4,222.6,0.7
2023/08/02,07:00,18.8,,81.3,229.3,1.0
2023/08/02,08:00,19.1,,78.94,152.2,0.8
2023/08/02,09:00,19.5,,76.45,274,0.9
2023/08/02,10:00,20.3,,72.8,115,0.4
2023/08/02,11:00,22.2,,65.23,224.9,1.1
2023/08/02,12:00,22.2,,64.8,227.2,2.5
2023/08/02,13:00,22.6,,61.69,223.1,2.6
2023/08/02,14:00,23.1,,61.09,233.4,2.4
2023/08/02,15:00,23.0,,62.34,232,2.6
2023/08/02,16:00,22.3,,62.57,250.1,2.3
2023/08/02,17:00,21.2,,64.83,243.3,1.7
2023/08/02,18:00,20.6,,66.7,233.3,1.7
2023/08/02,19:00,20.3,,68.96,209.2,1.8
2023/08/02,20:00,20.0,,70.35,233.8,1.6
2023/08/02,21:00,20.0,,70.53,233,1.5
2023/08/02,22:00,19.9,,73.31,233.2,1.1
2023/08/02,23:00,19.9,,72.82,256.6,0.9
2023/08/03,00:00,20.0,,72.3,232.8,0.6
2023/08/03,01:00,19.8,,75.91,249.3,1.3
2023/08/03,02:00,19.6,,77.55,240.2,1.6
2023/08/03,03:00,19.5,,77.66,241,1.3
2023/08/03,04:00,19.4,,77.49,229.4,1.2
2023/08/03,05:00,19.3,,78.61,230.4,1.6
2023/08/03,06:00,19.3,,77.52,231.2,0.8
2023/08/03,07:00,19.3,,76.69,262.8,1.0
2023/08/03,08:00,19.4,,76.2,212,0.9
2023/08/03,09:00,20.1,,73.2,240.2,0.8
2023/08/03,10:00,22.2,,66.9,213.4,1.1
2023/08/03,11:00,23.5,,60.81,222.3,1.5
2023/08/03,12:00,24.4,,58.07,247.9,2.5
2023/08/03,13:00,24.4,,55.41,254.2,2.3
2023/08/03,14:00,24.6,,55.02,239.4,2.8
2023/08/03,15:00,24.0,,56.65,237.1,2.7
2023/08/03,16:00,24.0,,57.38,219.1,2.0
2023/08/03,17:00,22.5,,62.97,227.3,2.6
2023/08/03,18:00,20.7,,69.42,234.4,2.1
2023/08/03,19:00,19.9,,71.1,241.2,1.4
2023/08/03,20:00,19.7,,71.35,258,0.9
2023/08/03,21:00,19.4,,74.84,233,1.1
2023/08/03,22:00,18.9,,78.74,238,0.7
2023/08/03,23:00,18.5,,80.5,243.3,0.2
2023/08/04,00:00,18.1,,81.9,267.2,0.2
2023/08/04,01:00,17.8,,84.1,285.2,0.1
2023/08/04,02:00,17.4,,86.6,177.8,0.2
2023/08/04,03:00,17.3,,86.9,311.9,0.2
2023/08/04,04:00,16.9,,86.3,216.9,0.4
2023/08/04,05:00,17.7,,86.3,179.8,0.1
