AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2019/05/21,07:00,S/D,,S/D,S/D,S/D
2019/05/21,15:00,22.3,,68.72,159.2,3.3
2019/05/21,16:00,20.9,,74.27,176.6,2.5
2019/05/21,17:00,19.8,,77.43,178.6,2.0
2019/05/21,18:00,18.7,,82.7,183.8,1.8
2019/05/21,19:00,18.4,,84.5,186.2,1.5
2019/05/21,20:00,18.4,,85,219.4,0.7
2019/05/21,21:00,18.4,,85.1,181.4,1.1
2019/05/21,22:00,18.3,,85.9,199,0.9
2019/05/21,23:00,18.1,,87.4,195.1,0.4
2019/05/22,00:00,18.2,,87.5,173.5,0.8
2019/05/22,01:00,17.9,,88.6,193.9,0.7
2019/05/22,02:00,17.8,,89.2,198.4,0.7
2019/05/22,03:00,17.8,,89.1,274.5,0.7
2019/05/22,04:00,17.8,,88.8,206.7,0.4
2019/05/22,05:00,18.0,,87.7,206,0.2
