AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/10/01,00:00,15.3,0.0,92,315,0.2
2023/10/01,01:00,15.2,0.0,94,298,1.0
2023/10/01,02:00,15.1,0.0,94,17,0.9
2023/10/01,03:00,15.3,0.0,94,331,0.0
2023/10/01,04:00,15.9,0.0,94,184,0.2
2023/10/01,05:00,16.1,0.0,94,254,1.0
2023/10/01,06:00,16.0,0.0,94,253,1.5
2023/10/01,07:00,16.3,0.0,93,242,1.0
2023/10/01,08:00,17.3,0.0,89,347,0.6
2023/10/01,09:00,18.3,0.0,85,267,1.4
2023/10/01,10:00,19.1,0.0,81,216,0.7
2023/10/01,11:00,21.8,0.0,74,255,1.5
2023/10/01,12:00,23.1,0.0,67,262,1.5
2023/10/01,13:00,24.2,0.0,65,273,3.2
2023/10/01,14:00,25.3,0.0,63,281,3.3
2023/10/01,15:00,24.3,0.0,64,274,4.0
2023/10/01,16:00,23.6,0.0,69,277,3.1
2023/10/01,17:00,21.3,0.0,76,281,2.6
2023/10/01,18:00,18.8,0.0,84,290,1.6
2023/10/01,19:00,17.6,0.0,87,332,1.1
2023/10/01,20:00,17.4,0.0,89,274,1.6
2023/10/01,21:00,17.2,0.0,89,265,0.6
2023/10/01,22:00,17.1,0.0,91,282,0.6
2023/10/01,23:00,17.2,0.0,90,254,1.5
2023/10/02,00:00,17.4,0.0,88,94,1.6
2023/10/02,01:00,17.1,0.0,90,242,1.8
2023/10/02,02:00,16.9,0.0,91,273,0.7
2023/10/02,03:00,16.7,0.0,92,244,1.4
2023/10/02,04:00,16.7,0.0,92,272,0.7
2023/10/02,05:00,16.5,0.0,93,310,1.1
2023/10/02,06:00,16.5,0.0,94,296,1.3
2023/10/02,07:00,16.7,0.0,93,277,1.0
2023/10/02,08:00,16.9,0.0,92,252,1.9
2023/10/02,09:00,17.8,0.0,89,293,1.2
2023/10/02,10:00,19.7,0.0,83,274,1.3
