AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/09/01,00:00,16.7,0.0,96,290,1.0
2023/09/01,01:00,16.7,0.0,96,271,1.1
2023/09/01,02:00,16.6,0.0,96,300,0.3
2023/09/01,03:00,16.7,0.0,96,336,0.5
2023/09/01,04:00,16.7,0.0,96,146,0.2
2023/09/01,05:00,16.9,0.0,96,184,0.8
2023/09/01,06:00,17.0,0.0,95,110,1.3
2023/09/01,07:00,17.7,0.0,90,115,0.6
2023/09/01,08:00,18.1,0.0,89,277,1.0
2023/09/01,09:00,19.2,0.0,85,270,1.8
2023/09/01,10:00,19.4,0.0,83,231,0.6
2023/09/01,11:00,21.4,0.0,72,311,0.7
2023/09/01,12:00,23.0,0.0,71,276,3.1
2023/09/01,13:00,24.8,0.0,67,283,3.1
2023/09/01,14:00,24.4,0.0,67,252,2.9
2023/09/01,15:00,24.6,0.0,67,233,2.4
2023/09/01,16:00,24.2,0.0,70,245,1.8
2023/09/01,17:00,22.3,0.0,73,95,2.7
2023/09/01,18:00,20.1,0.0,79,83,2.6
2023/09/01,19:00,18.9,0.0,84,86,2.8
2023/09/01,20:00,18.5,0.0,86,74,2.3
2023/09/01,21:00,18.1,0.0,87,100,2.3
2023/09/01,22:00,17.7,0.0,89,82,1.4
2023/09/01,23:00,18.0,0.0,89,99,1.3
2023/09/02,00:00,17.9,0.0,89,86,1.1
2023/09/02,01:00,17.4,0.0,90,226,1.8
2023/09/02,02:00,17.4,0.0,90,262,0.7
2023/09/02,03:00,17.6,0.0,89,85,0.5
2023/09/02,04:00,17.6,0.0,89,271,1.3
2023/09/02,05:00,17.5,0.0,89,198,0.3
2023/09/02,06:00,17.5,0.0,88,231,1.7
2023/09/02,07:00,17.2,0.0,91,231,1.0
2023/09/02,08:00,17.5,0.0,90,263,1.3
2023/09/02,09:00,18.2,0.0,87,263,1.5
2023/09/02,10:00,18.1,0.0,87,223,2.4
2023/09/02,11:00,18.2,0.0,87,229,2.1
2023/09/02,12:00,19.2,0.0,84,237,1.6
2023/09/02,13:00,18.7,0.0,86,237,2.3
2023/09/02,14:00,19.0,0.0,85,237,2.4
2023/09/02,15:00,19.7,0.0,81,231,0.6
2023/09/02,16:00,20.9,0.0,78,297,1.5
2023/09/02,17:00,19.5,0.0,82,256,1.7
2023/09/02,18:00,19.1,0.0,83,338,0.5
2023/09/02,19:00,18.6,0.0,85,307,0.6
2023/09/02,20:00,18.3,0.0,85,290,0.9
2023/09/02,21:00,16.4,0.0,89,346,0.5
2023/09/02,22:00,16.8,0.0,92,29,0.5
2023/09/02,23:00,17.6,0.0,88,95,2.3
2023/09/03,00:00,17.6,0.0,87,150,0.7
2023/09/03,01:00,17.3,0.0,88,200,0.7
2023/09/03,02:00,17.1,0.0,89,260,0.9
2023/09/03,03:00,17.2,0.0,87,74,0.8
2023/09/03,04:00,17.3,0.0,85,129,1.5
2023/09/03,05:00,17.2,0.0,87,177,0.6
2023/09/03,06:00,17.1,0.0,86,208,0.4
2023/09/03,07:00,17.1,0.0,87,297,1.1
2023/09/03,08:00,18.2,0.0,84,277,1.0
2023/09/03,09:00,19.2,0.0,81,287,1.7
2023/09/03,10:00,20.6,0.0,76,297,1.6
2023/09/03,11:00,20.6,0.0,76,228,2.5
2023/09/03,12:00,21.0,0.0,72,236,1.0
2023/09/03,13:00,22.1,0.0,70,164,1.1
2023/09/03,14:00,24.0,0.0,65,175,0.6
2023/09/03,15:00,23.6,0.0,68,248,4.0
2023/09/03,16:00,21.2,0.0,75,233,4.3
2023/09/03,17:00,20.1,0.0,78,223,3.0
2023/09/03,18:00,19.6,0.0,79,199,0.9
2023/09/03,19:00,18.9,0.0,82,74,0.4
2023/09/03,20:00,18.0,0.0,86,218,2.1
2023/09/03,21:00,17.7,0.0,87,201,1.6
2023/09/03,22:00,17.7,0.0,85,208,1.8
2023/09/03,23:00,17.5,0.0,86,211,2.3
2023/09/04,00:00,17.3,0.0,86,177,1.8
2023/09/04,01:00,17.2,0.0,85,220,1.3
2023/09/04,02:00,16.9,0.0,89,205,0.3
2023/09/04,03:00,16.7,0.0,90,129,0.3
2023/09/04,04:00,16.5,0.0,92,301,0.2
2023/09/04,05:00,16.5,0.0,93,297,0.0
2023/09/04,06:00,16.5,0.0,92,80,1.6
2023/09/04,07:00,16.8,0.0,89,90,1.7
2023/09/04,08:00,17.8,0.0,85,102,1.0
2023/09/04,09:00,18.2,0.0,82,233,1.3
2023/09/04,10:00,18.9,0.0,80,246,0.6
2023/09/04,11:00,20.2,0.0,76,273,1.6
2023/09/04,12:00,21.0,0.0,73,258,2.8
2023/09/04,13:00,21.4,0.0,69,256,2.9
2023/09/04,14:00,22.5,0.0,68,256,3.0
2023/09/04,15:00,22.1,0.0,71,224,3.0
2023/09/04,16:00,22.1,0.0,73,210,2.3
2023/09/04,17:00,20.8,0.0,75,268,2.4
2023/09/04,18:00,18.5,0.0,82,220,2.1
2023/09/04,19:00,18.4,0.0,82,141,1.5
2023/09/04,20:00,17.8,0.0,84,209,1.6
2023/09/04,21:00,18.0,0.0,82,88,2.6
2023/09/04,22:00,18.0,0.0,82,75,2.1
2023/09/04,23:00,17.6,0.0,83,315,0.3
2023/09/05,00:00,17.6,0.0,83,95,1.6
2023/09/05,01:00,17.3,0.0,84,93,2.1
2023/09/05,02:00,17.1,0.0,84,91,2.0
2023/09/05,03:00,17.1,0.0,84,92,1.8
2023/09/05,04:00,17.1,0.0,84,101,2.1
2023/09/05,05:00,17.2,0.0,84,84,0.5
2023/09/05,06:00,16.9,0.0,87,277,1.0
2023/09/05,07:00,17.1,0.0,85,275,1.5
2023/09/05,08:00,17.7,0.0,84,239,1.1
2023/09/05,09:00,18.6,0.0,80,177,0.4
2023/09/05,10:00,19.5,0.0,77,247,1.8
2023/09/05,11:00,20.9,0.0,75,271,2.4
2023/09/05,12:00,21.3,0.0,73,272,3.2
2023/09/05,13:00,20.9,0.0,74,252,3.0
2023/09/05,14:00,20.6,0.0,74,247,3.1
2023/09/05,15:00,21.0,0.0,75,248,2.6
2023/09/05,16:00,21.0,0.0,76,271,3.3
2023/09/05,17:00,19.7,0.0,80,227,2.5
2023/09/05,18:00,18.4,0.0,83,255,1.8
2023/09/05,19:00,18.1,0.0,84,233,2.1
2023/09/05,20:00,18.0,0.0,85,234,1.5
2023/09/05,21:00,17.8,0.0,86,239,1.0
2023/09/05,22:00,17.8,0.0,86,247,1.3
2023/09/05,23:00,17.5,0.0,87,215,1.9
2023/09/06,00:00,17.7,0.0,86,242,0.2
2023/09/06,01:00,17.7,0.0,86,223,0.7
2023/09/06,02:00,17.5,0.0,86,229,0.8
2023/09/06,03:00,17.5,0.0,86,240,0.8
2023/09/06,04:00,17.4,0.0,87,277,1.6
2023/09/06,05:00,16.9,0.0,91,268,1.3
2023/09/06,06:00,16.8,0.0,93,276,1.8
2023/09/06,07:00,16.7,0.0,94,263,1.4
2023/09/06,08:00,17.0,0.0,93,288,1.4
2023/09/06,09:00,17.7,0.0,88,228,0.9
2023/09/06,10:00,18.1,0.0,87,254,2.2
2023/09/06,11:00,19.1,0.0,84,294,1.4
2023/09/06,12:00,19.7,0.0,81,249,1.5
2023/09/06,13:00,19.8,0.0,81,219,2.1
2023/09/06,14:00,20.0,0.0,80,223,1.8
2023/09/06,15:00,19.8,0.0,83,225,2.0
2023/09/06,16:00,19.3,0.0,82,200,2.0
2023/09/06,17:00,18.8,0.0,84,232,1.3
2023/09/06,18:00,18.3,0.0,86,210,1.7
2023/09/06,19:00,18.1,0.0,87,322,0.5
2023/09/06,20:00,18.1,0.0,85,142,1.0
2023/09/06,21:00,18.0,0.0,86,131,0.8
2023/09/06,22:00,17.7,0.0,87,124,0.7
2023/09/06,23:00,17.5,0.0,87,168,0.7
2023/09/07,00:00,16.9,0.0,88,213,2.4
2023/09/07,01:00,16.7,0.0,89,224,1.4
2023/09/07,02:00,16.9,0.0,89,70,1.1
2023/09/07,03:00,16.4,0.0,92,272,1.5
2023/09/07,04:00,16.2,0.0,92,270,0.4
2023/09/07,05:00,16.4,0.0,92,278,1.1
2023/09/07,06:00,16.3,0.0,93,292,1.2
2023/09/07,07:00,16.6,0.0,90,256,1.1
2023/09/07,08:00,17.1,0.0,86,275,0.3
2023/09/07,09:00,18.1,0.0,83,276,1.6
2023/09/07,10:00,18.8,0.0,81,272,1.3
2023/09/07,11:00,18.5,0.0,84,237,2.7
2023/09/07,12:00,18.6,0.0,84,246,1.5
2023/09/07,13:00,18.2,0.0,87,246,2.6
2023/09/07,14:00,18.4,0.0,85,261,1.9
2023/09/07,15:00,18.6,0.0,85,266,1.9
2023/09/07,16:00,18.2,0.0,86,245,2.3
2023/09/07,17:00,17.9,0.0,87,240,1.3
2023/09/07,18:00,17.2,0.0,90,249,1.7
2023/09/07,19:00,16.6,0.0,93,257,1.9
2023/09/07,20:00,16.5,0.0,94,256,1.3
2023/09/07,21:00,16.4,0.0,95,288,1.1
2023/09/07,22:00,16.2,0.0,95,260,1.2
2023/09/07,23:00,16.0,0.0,95,255,1.2
2023/09/08,00:00,16.2,0.0,92,247,1.6
2023/09/08,01:00,16.2,0.0,93,339,0.7
2023/09/08,02:00,16.1,0.0,94,275,0.5
2023/09/08,03:00,16.1,0.0,93,290,0.9
2023/09/08,04:00,15.8,0.0,94,271,1.6
2023/09/08,05:00,15.5,0.1,94,269,1.7
2023/09/08,06:00,15.2,0.1,95,294,1.3
2023/09/08,07:00,15.3,0.1,95,282,0.8
2023/09/08,08:00,16.2,0.0,90,57,0.6
2023/09/08,09:00,18.9,0.0,76,338,0.4
2023/09/08,10:00,20.3,0.0,73,305,1.6
2023/09/08,11:00,20.9,0.0,72,264,2.0
2023/09/08,12:00,22.4,0.0,65,298,2.5
2023/09/08,13:00,22.8,0.0,67,264,3.0
2023/09/08,14:00,23.5,0.0,65,241,2.9
2023/09/08,15:00,22.5,0.0,67,256,4.0
2023/09/08,16:00,21.6,0.0,70,251,3.2
2023/09/08,17:00,19.9,0.0,76,255,3.1
2023/09/08,18:00,18.7,0.0,79,251,2.4
2023/09/08,19:00,18.5,0.0,83,261,1.8
2023/09/08,20:00,18.2,0.0,84,209,1.6
2023/09/08,21:00,18.1,0.0,83,193,1.2
2023/09/08,22:00,17.8,0.0,83,192,1.8
2023/09/08,23:00,17.8,0.0,83,142,0.4
2023/09/09,00:00,17.8,0.0,83,203,1.0
2023/09/09,01:00,17.5,0.0,84,211,1.0
2023/09/09,02:00,17.3,0.0,84,219,1.2
2023/09/09,03:00,17.0,0.0,88,268,1.7
2023/09/09,04:00,16.4,0.0,91,258,2.0
2023/09/09,05:00,16.3,0.0,92,289,1.2
2023/09/09,06:00,16.1,0.0,92,323,0.6
2023/09/09,07:00,16.3,0.0,90,286,0.9
2023/09/09,08:00,17.1,0.0,85,274,2.2
2023/09/09,09:00,17.6,0.0,81,228,1.5
2023/09/09,10:00,18.0,0.0,82,276,1.7
2023/09/09,11:00,18.4,0.0,78,242,1.3
2023/09/09,12:00,19.0,0.0,80,261,2.5
2023/09/09,13:00,18.7,0.0,82,250,3.0
2023/09/09,14:00,19.3,0.0,80,235,1.8
2023/09/09,15:00,19.5,0.0,78,272,1.3
2023/09/09,16:00,19.8,0.0,77,300,2.2
2023/09/09,17:00,18.9,0.0,82,275,2.5
2023/09/09,18:00,18.0,0.0,86,270,1.9
2023/09/09,19:00,17.6,0.0,86,223,0.6
2023/09/09,20:00,17.2,0.0,88,289,1.6
2023/09/09,21:00,17.0,0.0,88,309,1.1
2023/09/09,22:00,17.0,0.0,88,308,1.0
2023/09/09,23:00,17.0,0.0,89,280,0.6
2023/09/10,00:00,17.0,0.0,89,306,0.7
2023/09/10,01:00,16.6,0.0,89,252,0.7
2023/09/10,02:00,15.6,0.0,93,354,0.7
2023/09/10,03:00,16.4,0.0,92,27,0.0
2023/09/10,04:00,16.8,0.0,88,74,1.6
2023/09/10,05:00,16.8,0.0,87,67,1.3
2023/09/10,06:00,16.8,0.0,87,88,1.1
2023/09/10,07:00,17.0,0.0,87,89,0.9
2023/09/10,08:00,17.4,0.0,85,99,1.7
2023/09/10,09:00,18.0,0.0,82,94,1.1
2023/09/10,10:00,19.0,0.0,79,76,0.6
2023/09/10,11:00,20.2,0.0,77,294,0.7
2023/09/10,12:00,21.2,0.0,76,293,2.5
2023/09/10,13:00,21.2,0.0,74,241,2.8
2023/09/10,14:00,23.4,0.0,69,252,1.7
