"ID","Year","Month","Precipitation","Temperature","Wind_Speed","Wind_Direction_Degrees","Relative_Humidity","District"
361,2019,"January",0.8,23.4721640995834,1.52806539509537,197.207084468665,83.9453114404727,"SAN MARTIN DE PORRES"
362,2019,"February",0.533333333333333,24.9488095238095,1.56158536585366,200.853658536585,82.6845238095238,"SAN MARTIN DE PORRES"
363,2019,"March",0.366666666666667,24.0040658602151,1.50147590772591,206.097085722086,79.7381048387097,"SAN MARTIN DE PORRES"
364,2019,"April",0.32,21.2525386914893,1.43320506072766,202.372371820999,80.0559511648746,"SAN MARTIN DE PORRES"
365,2019,"May",2.56666666666667,19.5075971697284,1.26676644664168,205.173847810237,85.4672653904267,"SAN MARTIN DE PORRES"
366,2019,"June",1.825,16.8024865126374,1.2523923679847,208.540260173447,89.5983756123967,"SAN MARTIN DE PORRES"
367,2019,"July",2.42,15.2679138287375,1.16031475424382,195.006170344253,91.2512649571685,"SAN MARTIN DE PORRES"
368,2019,"August",0,12.0763736263736,1.38461538461538,196.300384615385,88.0687362637363,"SAN MARTIN DE PORRES"
369,2019,"September",0,14.1916666666667,1.97314814814815,157.266018518519,83.1210185185185,"SAN MARTIN DE PORRES"
370,2019,"October",0.1,14.1767832167832,1.66531468531469,176.910111888112,81.5983916083916,"SAN MARTIN DE PORRES"
371,2019,"November",0,16.2118309859155,1.82422535211268,169.671971830986,80.0868169014085,"SAN MARTIN DE PORRES"
372,2019,"December",0.1,18.1166216216216,1.87675675675676,162.77727027027,79.4957837837838,"SAN MARTIN DE PORRES"
373,2020,"January",0.5,20.0696185286104,1.95240715268226,164.595048143054,77.6281607629428,"SAN MARTIN DE PORRES"
374,2020,"February",0,21.7055555555556,2.11759259259259,201.106481481481,75.3315740740741,"SAN MARTIN DE PORRES"
375,2020,"March",0.9,21.1694594594595,1.82418918918919,211.30677027027,73.6328513513513,"SAN MARTIN DE PORRES"
376,2020,"April",0.1,19.0830056179775,1.6811797752809,216.571769662921,75.6868539325843,"SAN MARTIN DE PORRES"
377,2020,"May",0.2,16.3240591397849,1.56948924731183,215.148669354839,79.6591801075269,"SAN MARTIN DE PORRES"
378,2020,"June",0,14.3505555555556,1.48333333333333,224.408680555556,82.2006111111111,"SAN MARTIN DE PORRES"
379,2020,"July",0,12.8423387096774,1.45067204301075,221.153360215054,83.3086559139785,"SAN MARTIN DE PORRES"
380,2020,"August",0.6,12.7931266846361,1.58369272237197,218.727156334232,83.0478436657682,"SAN MARTIN DE PORRES"
381,2020,"September",0,13.1396094839609,1.7302649930265,214.036359832636,82.8040585774059,"SAN MARTIN DE PORRES"
382,2020,"October",0,14.3536290322581,1.85577956989247,218.822043010753,81.8540053763441,"SAN MARTIN DE PORRES"
383,2020,"November",0.1,15.3294444444444,1.90583333333333,213.296180555556,78.2262916666667,"SAN MARTIN DE PORRES"
384,2020,"December",0.4,17.2226775956284,1.90314207650273,197.559699453552,79.9572404371585,"SAN MARTIN DE PORRES"
385,2021,"January",0.6,18.9275908479139,1.87685060565276,210.885100942127,77.2883714670256,"SAN MARTIN DE PORRES"
386,2021,"February",0.5,19.5980654761905,1.61056547619048,217.938452380952,73.9535714285714,"SAN MARTIN DE PORRES"
387,2021,"March",0.2,20.2475806451613,1.5991935483871,214.568588709677,73.2719892473118,"SAN MARTIN DE PORRES"
388,2021,"April",0,17.275,1.54611111111111,221.738,79.3663888888889,"SAN MARTIN DE PORRES"
389,2021,"May",0.6,14.9931451612903,1.45336021505376,227.787634408602,84.6427822580645,"SAN MARTIN DE PORRES"
390,2021,"June",0,14.6465909090909,1.31221590909091,195.431235795455,83.1332102272727,"SAN MARTIN DE PORRES"
391,2021,"July",0.4,13.7380952380952,1.42324929971989,195.339215686275,83.0227450980392,"SAN MARTIN DE PORRES"
392,2021,"August",1,13.0056987788331,1.59090909090909,205.900488466757,85.1431343283582,"SAN MARTIN DE PORRES"
393,2021,"September",0,12.6076119402985,1.59402985074627,221.327044776119,85.8228507462687,"SAN MARTIN DE PORRES"
394,2021,"October",0,13.4241565452092,1.86464237516869,214.319406207827,83.0837112010796,"SAN MARTIN DE PORRES"
