AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/07/01,00:00,14.1,0.0,97,113,0.2
2021/07/01,01:00,14.1,0.0,97,137,0.0
2021/07/01,02:00,14.0,0.0,98,226,0.2
2021/07/01,03:00,13.8,0.0,99,152,0.2
2021/07/01,04:00,13.6,0.0,99,123,0.0
2021/07/01,05:00,13.7,0.0,98,239,0.0
2021/07/01,06:00,13.7,0.0,98,218,1.2
2021/07/01,07:00,13.4,0.0,99,233,0.0
2021/07/01,08:00,13.5,0.0,96,256,0.1
2021/07/01,09:00,14.0,0.0,94,194,1.0
2021/07/01,10:00,14.2,0.0,93,247,1.3
2021/07/01,11:00,15.0,0.0,89,219,2.2
2021/07/01,12:00,16.3,0.0,81,217,2.4
2021/07/01,13:00,16.9,0.0,82,222,4.3
2021/07/01,14:00,16.9,0.0,83,219,3.2
2021/07/01,15:00,16.2,0.0,85,218,3.6
2021/07/01,16:00,15.7,0.0,89,221,2.9
2021/07/01,17:00,15.1,0.0,90,206,1.4
2021/07/01,18:00,14.7,0.0,95,217,1.0
2021/07/01,19:00,14.2,0.0,97,177,0.2
2021/07/01,20:00,14.3,0.0,96,189,0.0
2021/07/01,21:00,14.2,0.0,96,211,0.7
2021/07/01,22:00,14.0,0.0,98,220,1.2
2021/07/01,23:00,13.7,0.0,98,78,0.1
2021/07/02,00:00,13.9,0.0,97,211,0.1
2021/07/02,01:00,13.8,0.0,98,151,0.1
2021/07/02,02:00,13.9,0.0,97,227,0.0
2021/07/02,03:00,13.9,0.0,98,219,2.0
2021/07/02,04:00,13.2,0.0,99,200,0.4
2021/07/02,05:00,13.0,0.0,99,222,1.1
2021/07/02,06:00,12.9,0.0,99,56,0.1
2021/07/02,07:00,13.0,0.0,99,294,0.2
2021/07/02,08:00,13.3,0.0,99,182,0.2
2021/07/02,09:00,13.4,0.0,96,168,0.0
2021/07/02,10:00,13.8,0.0,95,241,1.0
2021/07/02,11:00,14.9,0.0,86,195,1.3
2021/07/02,12:00,16.6,0.0,79,214,3.2
2021/07/02,13:00,17.3,0.0,75,221,3.1
2021/07/02,14:00,18.1,0.0,76,211,2.8
2021/07/02,15:00,17.7,0.0,76,220,4.1
2021/07/02,16:00,17.6,0.0,75,221,2.9
2021/07/02,17:00,17.1,0.0,78,71,0.1
2021/07/02,18:00,15.9,0.0,84,39,0.2
2021/07/02,19:00,14.4,0.0,89,126,0.0
2021/07/02,20:00,13.7,0.0,92,35,0.0
2021/07/02,21:00,13.0,0.0,94,82,0.0
2021/07/02,22:00,12.9,0.0,96,27,0.0
2021/07/02,23:00,13.1,0.0,97,58,0.1
2021/07/03,00:00,12.7,0.0,96,293,0.0
2021/07/03,01:00,12.6,0.0,97,214,1.4
2021/07/03,02:00,12.7,0.0,98,210,0.7
2021/07/03,03:00,12.7,0.0,98,120,0.0
2021/07/03,04:00,12.6,0.0,99,136,0.1
2021/07/03,05:00,12.5,0.0,98,157,0.2
2021/07/03,06:00,12.6,0.0,96,182,0.4
2021/07/03,07:00,12.7,0.0,94,160,0.0
2021/07/03,08:00,13.0,0.0,91,203,0.0
2021/07/03,09:00,13.5,0.0,87,116,0.1
2021/07/03,10:00,14.2,0.0,87,259,1.5
2021/07/03,11:00,14.8,0.0,81,226,3.2
2021/07/03,12:00,16.0,0.0,77,219,3.5
2021/07/03,13:00,16.6,0.0,76,224,3.5
2021/07/03,14:00,17.3,0.0,70,225,3.2
2021/07/03,15:00,17.6,0.0,72,220,3.1
2021/07/03,16:00,17.2,0.0,74,219,3.2
2021/07/03,17:00,16.4,0.0,80,219,2.6
2021/07/03,18:00,15.3,0.0,83,74,0.1
2021/07/03,19:00,14.1,0.0,88,77,0.0
2021/07/03,20:00,13.5,0.0,89,11,0.0
2021/07/03,21:00,13.0,0.0,92,44,0.0
2021/07/03,22:00,12.6,0.0,93,351,0.0
2021/07/03,23:00,12.4,0.0,93,343,0.0
2021/07/04,00:00,11.9,0.0,93,294,0.0
2021/07/04,01:00,11.8,0.0,94,319,0.0
2021/07/04,02:00,11.7,0.0,96,21,0.0
2021/07/04,03:00,12.1,0.0,97,44,0.0
2021/07/04,04:00,11.9,0.0,99,249,0.1
2021/07/04,05:00,11.8,0.0,99,209,0.0
2021/07/04,06:00,11.7,0.0,99,112,0.2
2021/07/04,07:00,11.6,0.0,99,26,0.1
2021/07/04,08:00,11.7,0.0,98,164,0.8
2021/07/04,09:00,12.1,0.0,96,108,0.1
2021/07/04,10:00,13.1,0.0,86,152,0.4
2021/07/04,11:00,15.3,0.0,76,174,1.1
2021/07/04,12:00,16.9,0.0,71,210,1.8
2021/07/04,13:00,17.9,0.0,67,224,3.3
2021/07/04,14:00,18.9,0.0,65,223,3.4
2021/07/04,15:00,19.4,0.0,67,221,4.2
2021/07/04,16:00,18.9,0.0,71,218,4.0
2021/07/04,17:00,17.7,0.0,76,201,1.1
2021/07/04,18:00,16.4,0.0,83,219,0.3
2021/07/04,19:00,14.7,0.0,91,50,0.0
2021/07/04,20:00,13.6,0.0,93,68,0.0
2021/07/04,21:00,13.2,0.0,94,136,0.0
2021/07/04,22:00,13.6,0.0,94,122,0.0
2021/07/04,23:00,13.6,0.0,95,227,0.1
2021/07/05,00:00,13.5,0.0,95,310,0.1
2021/07/05,01:00,13.5,0.0,95,68,0.1
2021/07/05,02:00,13.4,0.0,95,308,0.7
2021/07/05,03:00,13.3,0.0,95,298,1.1
2021/07/05,04:00,13.2,0.0,96,270,0.3
2021/07/05,05:00,13.1,0.0,95,275,0.5
2021/07/05,06:00,13.1,0.0,95,275,0.2
2021/07/05,07:00,13.1,0.0,93,295,1.3
2021/07/05,08:00,13.4,0.0,90,31,0.3
2021/07/05,09:00,13.8,0.0,87,109,0.4
2021/07/05,10:00,13.9,0.0,90,224,2.1
2021/07/05,11:00,14.2,0.0,85,212,2.3
2021/07/05,12:00,14.9,0.0,82,227,2.9
2021/07/05,13:00,15.8,0.0,77,221,2.9
2021/07/05,14:00,16.0,0.0,78,223,3.6
2021/07/05,15:00,16.2,0.0,77,216,3.7
2021/07/05,16:00,16.4,0.0,75,221,3.5
2021/07/05,17:00,15.8,0.0,79,221,2.7
2021/07/05,18:00,14.8,0.0,81,213,2.0
2021/07/05,19:00,13.9,0.0,83,343,0.2
2021/07/05,20:00,13.4,0.0,84,356,0.4
2021/07/05,21:00,12.7,0.0,86,334,0.1
2021/07/05,22:00,12.3,0.0,87,317,0.0
2021/07/05,23:00,11.9,0.0,88,287,0.1
2021/07/06,00:00,12.1,0.0,88,312,0.2
2021/07/06,01:00,11.6,0.0,91,337,0.0
2021/07/06,02:00,11.4,0.0,91,245,0.0
2021/07/06,03:00,11.7,0.0,90,224,0.9
2021/07/06,04:00,11.9,0.0,91,69,0.4
2021/07/06,05:00,11.5,0.0,92,154,0.0
2021/07/06,06:00,11.0,0.0,94,269,0.0
2021/07/06,07:00,11.4,0.0,94,278,1.4
2021/07/06,08:00,11.6,0.0,92,277,0.2
2021/07/06,09:00,14.1,0.0,73,12,0.1
2021/07/06,10:00,17.8,0.0,64,111,1.6
2021/07/06,11:00,18.2,0.0,66,222,3.5
2021/07/06,12:00,19.3,0.0,64,221,3.3
2021/07/06,13:00,19.6,0.0,65,215,4.8
2021/07/06,14:00,19.7,0.0,63,215,2.4
2021/07/06,15:00,20.5,0.0,62,224,4.1
2021/07/06,16:00,19.9,0.0,62,218,2.3
2021/07/06,17:00,19.2,0.0,67,214,1.0
2021/07/06,18:00,17.6,0.0,76,9,1.7
2021/07/06,19:00,15.3,0.0,83,18,0.0
2021/07/06,20:00,14.4,0.0,85,44,0.0
2021/07/06,21:00,13.7,0.0,89,310,0.0
2021/07/06,22:00,13.2,0.0,93,325,0.1
2021/07/06,23:00,13.0,0.0,95,25,0.0
2021/07/07,00:00,13.0,0.0,95,133,0.7
2021/07/07,01:00,12.9,0.0,97,140,0.6
2021/07/07,02:00,12.9,0.0,95,72,1.4
2021/07/07,03:00,13.2,0.0,93,264,0.4
2021/07/07,04:00,13.4,0.0,93,347,0.0
2021/07/07,05:00,13.3,0.0,93,103,0.1
2021/07/07,06:00,13.2,0.0,93,314,0.2
2021/07/07,07:00,13.0,0.0,94,310,0.3
2021/07/07,08:00,13.2,0.0,90,24,0.1
2021/07/07,09:00,13.7,0.0,86,119,0.3
2021/07/07,10:00,14.6,0.0,80,203,0.7
2021/07/07,11:00,15.9,0.0,79,221,3.5
2021/07/07,12:00,16.2,0.0,77,222,3.1
2021/07/07,13:00,16.7,0.0,77,219,3.8
2021/07/07,14:00,17.0,0.0,75,215,4.2
2021/07/07,15:00,17.6,0.0,70,216,2.3
2021/07/07,16:00,18.6,0.0,65,151,0.8
2021/07/07,17:00,18.4,0.0,70,209,1.5
2021/07/07,18:00,16.5,0.0,79,192,0.5
2021/07/07,19:00,15.1,0.0,86,349,0.5
2021/07/07,20:00,13.8,0.0,90,3,0.0
2021/07/07,21:00,13.2,0.0,92,39,0.0
2021/07/07,22:00,12.9,0.0,93,217,1.6
2021/07/07,23:00,13.1,0.0,93,209,1.1
2021/07/08,00:00,13.2,0.0,93,211,0.3
2021/07/08,01:00,13.2,0.0,93,113,0.4
2021/07/08,02:00,13.2,0.0,92,84,0.1
2021/07/08,03:00,13.3,0.0,92,159,0.1
2021/07/08,04:00,13.3,0.0,92,177,0.1
2021/07/08,05:00,13.3,0.0,92,195,0.1
2021/07/08,06:00,13.2,0.0,92,133,0.1
2021/07/08,07:00,13.2,0.0,92,228,0.7
2021/07/08,08:00,13.2,0.0,90,122,0.1
2021/07/08,09:00,13.9,0.0,85,243,0.1
2021/07/08,10:00,15.6,0.0,76,130,1.5
2021/07/08,11:00,17.7,0.0,64,105,1.8
2021/07/08,12:00,20.3,0.0,57,225,3.1
2021/07/08,13:00,21.1,0.0,56,219,3.8
2021/07/08,14:00,21.7,0.0,57,218,4.3
2021/07/08,15:00,21.7,0.0,58,221,3.8
2021/07/08,16:00,21.3,0.0,60,217,3.0
2021/07/08,17:00,20.8,0.0,63,223,1.7
2021/07/08,18:00,19.3,0.0,70,13,0.6
2021/07/08,19:00,17.2,0.0,79,29,0.6
2021/07/08,20:00,15.9,0.0,82,232,0.0
2021/07/08,21:00,15.6,0.0,84,54,0.0
2021/07/08,22:00,14.6,0.0,90,22,0.0
2021/07/08,23:00,14.1,0.0,92,36,0.2
2021/07/09,00:00,13.5,0.0,96,136,0.0
2021/07/09,01:00,13.6,0.0,96,279,0.0
2021/07/09,02:00,13.5,0.0,97,276,0.0
2021/07/09,03:00,13.1,0.0,96,270,0.0
2021/07/09,04:00,12.8,0.0,96,359,0.0
2021/07/09,05:00,13.0,0.0,98,210,0.4
2021/07/09,06:00,13.1,0.0,97,8,0.2
2021/07/09,07:00,13.1,0.0,97,327,0.4
2021/07/09,08:00,14.5,0.0,81,252,0.0
2021/07/09,09:00,17.5,0.0,79,208,3.0
2021/07/09,10:00,17.5,0.0,75,96,0.8
2021/07/09,11:00,20.5,0.0,53,63,0.1
2021/07/09,12:00,22.3,0.0,63,217,6.1
2021/07/09,13:00,19.9,0.0,68,219,5.7
2021/07/09,14:00,19.1,0.0,71,218,4.3
2021/07/09,15:00,19.6,0.0,68,219,3.4
2021/07/09,16:00,19.2,0.0,72,220,3.1
2021/07/09,17:00,18.0,0.0,85,225,5.8
2021/07/09,18:00,15.6,0.0,89,2,0.4
2021/07/09,19:00,14.9,0.0,90,281,0.0
2021/07/09,20:00,14.8,0.0,95,219,3.1
2021/07/09,21:00,14.4,0.0,96,215,0.8
2021/07/09,22:00,14.5,0.0,94,48,0.0
2021/07/09,23:00,15.0,0.0,89,302,0.4
2021/07/10,00:00,14.6,0.0,92,29,0.1
2021/07/10,01:00,13.8,0.0,95,69,0.0
2021/07/10,02:00,13.5,0.0,96,281,0.0
2021/07/10,03:00,13.3,0.0,94,234,0.0
2021/07/10,04:00,13.0,0.0,96,307,0.0
2021/07/10,05:00,13.3,0.0,98,311,0.4
2021/07/10,06:00,12.9,0.0,99,290,0.0
2021/07/10,07:00,12.4,0.0,99,62,0.0
2021/07/10,08:00,12.7,0.0,99,279,0.0
2021/07/10,09:00,14.9,0.0,85,40,0.6
2021/07/10,10:00,17.6,0.0,75,118,1.6
2021/07/10,11:00,19.4,0.0,66,156,1.3
2021/07/10,12:00,20.2,0.0,65,221,3.8
2021/07/10,13:00,21.2,0.0,64,217,3.5
2021/07/10,14:00,20.2,0.0,71,217,5.2
2021/07/10,15:00,19.7,0.0,66,209,2.3
2021/07/10,16:00,19.1,0.0,75,222,4.1
2021/07/10,17:00,16.8,0.0,86,219,4.3
2021/07/10,18:00,15.6,0.0,86,54,0.4
2021/07/10,19:00,15.2,0.0,89,183,0.0
2021/07/10,20:00,14.9,0.0,89,10,0.0
2021/07/10,21:00,14.7,0.0,90,74,0.0
2021/07/10,22:00,14.4,0.0,92,359,0.0
2021/07/10,23:00,14.3,0.0,91,349,0.1
2021/07/11,00:00,15.4,0.0,87,86,1.0
2021/07/11,01:00,14.2,0.0,96,32,0.3
2021/07/11,02:00,13.6,0.0,98,268,1.1
2021/07/11,03:00,13.2,0.0,98,248,0.0
2021/07/11,04:00,13.1,0.0,98,345,0.0
2021/07/11,05:00,13.2,0.0,98,315,0.0
2021/07/11,06:00,13.2,0.0,98,205,0.0
2021/07/11,07:00,13.1,0.0,99,114,0.6
2021/07/11,08:00,13.3,0.0,98,41,0.1
2021/07/11,09:00,13.5,0.0,98,143,0.1
2021/07/11,10:00,13.8,0.0,96,204,0.1
2021/07/11,11:00,15.0,0.0,85,101,0.4
2021/07/11,12:00,16.9,0.0,82,226,1.9
2021/07/11,13:00,18.3,0.0,74,179,2.4
2021/07/11,14:00,19.0,0.0,71,166,1.9
2021/07/11,15:00,19.2,0.0,78,220,4.5
2021/07/11,16:00,18.2,0.0,76,167,1.5
2021/07/11,17:00,18.1,0.0,80,55,0.3
2021/07/11,18:00,17.1,0.0,84,58,0.0
2021/07/11,19:00,15.8,0.0,89,54,0.0
2021/07/11,20:00,15.2,0.0,92,76,0.0
2021/07/11,21:00,14.5,0.0,94,273,0.0
2021/07/11,22:00,14.1,0.0,95,322,0.2
2021/07/11,23:00,14.2,0.0,93,47,0.0
2021/07/12,00:00,14.1,0.0,95,31,0.7
2021/07/12,01:00,13.8,0.0,98,39,0.3
2021/07/12,02:00,13.6,0.0,98,288,0.6
2021/07/12,03:00,13.8,0.0,95,291,1.2
2021/07/12,04:00,13.8,0.0,96,166,0.1
2021/07/12,05:00,13.2,0.0,98,31,0.0
2021/07/12,06:00,13.5,0.0,94,277,0.6
2021/07/12,07:00,14.4,0.0,91,260,0.0
2021/07/12,08:00,17.4,0.0,75,248,0.0
2021/07/12,09:00,18.8,0.0,79,80,0.5
2021/07/12,10:00,19.7,0.0,66,102,0.1
2021/07/12,11:00,23.2,0.0,55,113,1.3
2021/07/12,12:00,24.9,0.0,50,212,2.2
2021/07/12,13:00,25.0,0.0,56,223,5.7
2021/07/12,14:00,23.2,0.0,61,221,5.4
2021/07/12,15:00,21.5,0.0,67,220,6.0
2021/07/12,16:00,20.2,0.0,71,221,4.2
2021/07/12,17:00,18.4,0.0,82,219,3.6
2021/07/12,18:00,17.7,0.0,83,43,0.5
2021/07/12,19:00,16.5,0.0,88,55,0.0
2021/07/12,20:00,15.7,0.0,91,84,0.0
2021/07/12,21:00,15.3,0.0,92,111,0.0
2021/07/12,22:00,15.5,0.0,88,256,0.0
2021/07/12,23:00,15.7,0.0,88,118,0.2
